RouteID,POL_Code,POD_Code,Distance,Average_Transit_Days,Number_Of_Travels,Total_Incidents_Count,Carbon_Emissions,Cargo_Value,Route_Duration,Incident_Date,Average_Vessel_Age,Crew_Experience_Level,Days_Since_Incident,Recent_Incidents,Total_Recent_Incidents,Previous_Safety_Awards_no,Previous_Safety_Awards_yes,Training_Programs_irregular,Training_Programs_regular,Incident_Severity_critical,Incident_Severity_major,Incident_Severity_minor,Cargo_Type_hazardous,Cargo_Type_non-hazardous,Navigational_Risks_clear,Navigational_Risks_congested areas,Navigational_Risks_shallow waters,Regulatory_Compliance_compliant,Regulatory_Compliance_non-compliant,Ship_Maintenance_Records_overdue,Ship_Maintenance_Records_up-to-date,Insurance_Coverage_full,Insurance_Coverage_none,Insurance_Coverage_partial,Ship_Type_bulk carrier,Ship_Type_container,Emergency_Response_Plans_in place,Emergency_Response_Plans_not in place,RiskScore,RiskScore_Category
283,POL2,POD3,0.41751038820485065,0.37069211980480554,0.8541666666666666,0.2857142857142857,0.7394018218291336,0.35184347879646133,0.5365398653285146,2024-02-11 13:54:32.479650,0.2853188684255137,0.5008618753272908,184,0,0.0,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,0.5460905128958996,Medium Risk
284,POL3,POD1,0.29302652598098256,0.5001902980557662,0.04166666666666667,0.42857142857142855,0.29274029499065607,0.4324832004881863,0.46773209599297716,2023-12-26 13:54:32.480646,0.10154668162865646,0.5777717966487287,231,0,0.0,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,0.30509679786153243,Low Risk
285,POL2,POD1,0.46817841896924905,0.3218086281219992,0.6666666666666666,0.21428571428571427,0.6436927393530505,0.9089091665430777,0.5567720568129186,2024-03-14 13:54:32.480646,0.7085132437448307,0.9469845309721917,152,0,0.0,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,0.6406720995746225,Medium Risk
286,POL3,POD2,0.6597934173299854,0.6210412754630381,0.4583333333333333,0.3571428571428571,0.44163988101138557,0.6154555247099021,0.6090369780393308,2024-07-12 13:54:32.480646,0.5491265951051303,0.3997330977188511,32,0,0.0,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,0.4627350100726689,Medium Risk
287,POL3,POD3,0.18265081524934523,0.4411088249534698,0.20833333333333331,0.21428571428571427,0.4275516085316829,0.5485907530687291,0.3799832868105568,2023-12-16 13:54:32.480646,0.24080453173784178,0.6653734133488112,241,0,0.0,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,0.4960560471083484,Medium Risk
288,POL2,POD3,0.6645627858935986,0.39732123579516887,0.6249999999999999,0.2857142857142857,0.7243472461271088,0.4170573577575169,0.5482559278280322,2023-12-01 13:54:32.480646,0.33887668438885976,0.6988936240818888,256,0,0.0,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,0.5412251289194978,Medium Risk
289,POL3,POD2,0.4999907936202068,0.5312684173470267,0.16666666666666666,0.3571428571428571,0.5286166002245722,0.9584497948295518,0.3610629145693085,2024-07-04 13:54:32.480646,0.31341308570353643,0.742281213319115,40,0,0.0,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,0.4813939734338379,Medium Risk
290,POL3,POD2,0.24317006861565993,0.49193614990333734,0.4375,0.14285714285714285,0.48667291575421906,0.5366084262079527,0.40086772759486977,2024-02-11 13:54:32.480646,0.5399101223131578,0.5755947078069351,184,0,0.0,False,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,0.4574270917193996,Medium Risk
291,POL1,POD2,0.5523095529117332,0.49244038567719883,0.9374999999999999,0.2857142857142857,0.8157978925741125,0.3300505686757363,0.5048561897250412,2023-12-29 13:54:32.480646,0.6084273811319187,0.7437916778110369,228,0,0.0,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,0.4623948386204843,Medium Risk
292,POL2,POD2,0.4654828945367778,0.6920847346217055,0.0625,0.5,0.5825538760808442,0.46980131884234017,0.48485808104173267,2024-07-06 13:54:32.480646,0.4735473163843827,0.48428064567684614,38,0,0.0,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,0.36402494224103077,Medium Risk
293,POL2,POD3,0.44514097619888227,0.575395411650661,0.10416666666666667,0.5714285714285714,0.7606736385165267,0.3406980057243703,0.5643847159618389,2024-02-10 13:54:32.480646,0.8181019426676557,0.594867772516411,185,0,0.0,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,0.7015964481471019,High Risk
294,POL2,POD1,0.4695081418156255,0.12920813265940734,0.5624999999999999,0.5,0.7460646900528825,0.6193955257603581,0.5058823686169451,2024-01-21 13:54:32.480646,0.658155563263842,0.648712048443043,205,0,0.0,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,0.807809498771919,High Risk
295,POL3,POD3,0.39367410028020833,0.5055033018943111,0.5416666666666666,0.42857142857142855,0.6423435519292278,0.4391924767948628,0.41733640712292586,2023-11-28 13:54:32.480646,0.4251196753051796,0.7285542896771576,259,0,0.0,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,0.689225948363885,High Risk
296,POL2,POD1,0.2595349934198917,0.3785812326731529,0.24999999999999997,0.5,0.6533996701767248,0.47808102728179586,0.6145102591570022,2024-02-29 13:54:32.480646,0.7441671963585006,0.44226199617784945,166,0,0.0,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,0.6508992403265692,Medium Risk
297,POL2,POD1,0.12608036707405423,0.5958800187043707,0.0,0.21428571428571427,0.36476751318211603,0.6085030219164618,0.30605543934249135,2024-01-25 13:54:32.480646,0.3136803833023182,0.4730646009294758,201,0,0.0,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,0.5663093215703172,Medium Risk
298,POL2,POD1,0.36656925011421093,0.2366683565573069,0.0625,0.7857142857142857,0.5241725226581755,0.41391932680273485,0.6739307768420415,2024-06-14 13:54:32.480646,0.44565342553100057,0.5984161425952227,60,0,0.0,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,0.4637485886155667,Medium Risk
299,POL3,POD3,0.15560742480818235,0.623993055855205,0.8958333333333333,0.21428571428571427,0.6061387253585531,0.7983648584482059,0.6149655749491166,2023-12-11 13:54:32.480646,0.47181414043859066,0.8871381281701634,246,0,0.0,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0.6836788339471804,High Risk
300,POL1,POD2,0.3380729394150519,0.08859586692570903,0.6666666666666666,0.21428571428571427,0.7531623748135234,0.5384034334061867,0.40048550618348977,2024-05-29 13:54:32.480646,0.3437165452181069,0.47946465719322184,76,0,0.0,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,0.4740467057181556,Medium Risk
301,POL2,POD2,0.35798279565605917,0.8065714176176325,0.8333333333333333,0.5714285714285714,0.25229925227023725,0.38960509998685305,0.16945626886258058,2024-07-10 13:54:32.480646,0.41728529163369305,0.6030145107657169,34,0,0.0,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,0.4827999198729446,Medium Risk
302,POL1,POD3,0.4596497587227726,0.4564846495896393,0.4166666666666667,0.6428571428571428,0.37310566698843955,0.3935455598345567,0.6202393102063626,2023-09-14 13:54:32.480646,0.5474808168437741,0.3276907629982495,334,0,0.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,0.6526976406477455,Medium Risk
303,POL2,POD3,0.2664605382760058,0.18818492258120834,0.2916666666666667,0.21428571428571427,0.9008910017543965,0.266463712472877,0.6126300934668683,2023-12-26 13:54:32.480646,0.3585352676632277,0.5120036072260035,231,0,0.0,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,0.40524047494601023,Medium Risk
304,POL2,POD1,0.5036092956731368,0.20303482200506207,0.49999999999999994,0.42857142857142855,0.5677728618413824,0.5566067745376855,0.3765923289201353,2023-12-02 13:54:32.480646,0.31948474596387755,0.6146641243098225,255,0,0.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,0.5224821494204299,Medium Risk
305,POL3,POD3,0.46035353591343786,0.614099776459352,0.0625,0.3571428571428571,0.5239016787549624,0.4456942003781716,0.40660505280585924,2023-08-23 13:54:32.480646,0.7672218372178969,0.44642537246250424,356,0,0.0,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,0.580257591512941,Medium Risk
306,POL1,POD1,0.47395913775990794,0.3282118195982193,0.6666666666666666,0.5,0.5307106379950011,0.5253161402947963,0.2116865732715838,2024-08-08 13:54:32.480646,0.7861304127709998,0.347296185401025,5,1,1.0,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,0.8823028393379,High Risk
307,POL3,POD3,0.6059767282721578,0.39063278987162564,0.18749999999999997,0.21428571428571427,0.6218083399690582,0.6306526904062271,0.4283994966938195,2023-09-28 13:54:32.480646,0.3553860775384688,0.6961176361681196,320,0,0.0,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,0.4553649563177273,Medium Risk
308,POL1,POD2,0.32209208959647595,0.2977380298377258,0.12499999999999999,0.42857142857142855,0.6808342598899861,0.43887081358840646,0.4201314576498829,2024-04-26 13:54:32.480646,0.41519759833788683,0.518527186754298,109,0,0.0,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,0.37877557418174496,Medium Risk
309,POL3,POD2,0.4993913413682829,0.3756980362693253,0.0625,0.3571428571428571,0.6946818898752183,0.38847282101565467,0.3765720416088181,2023-11-17 13:54:32.480646,0.255788415584697,0.47908179789046335,270,0,0.0,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,0.23906047541961878,Low Risk
310,POL1,POD2,0.3410846364279422,0.8263441440412246,0.5833333333333333,0.5,0.4003796249992257,0.4807924314992343,0.29498396081984957,2024-02-16 13:54:32.480646,0.4526254507078197,0.5118446001544343,179,0,0.0,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,0.4531993288733685,Medium Risk
311,POL3,POD3,0.10218573097339062,0.29295057930200274,0.0625,0.42857142857142855,0.7909508264097567,0.6100422897607058,0.30407830979531936,2024-02-07 13:54:32.480646,0.3549320018287989,0.6100662368540541,188,0,0.0,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,0.42080447182774594,Medium Risk
312,POL1,POD1,0.7405552651941322,0.5309033142573729,0.3125,0.07142857142857142,0.7483170912204187,0.22516853078768523,0.674653571156685,2024-04-14 13:54:32.480646,0.50180139839997,0.5619263139286805,121,0,0.0,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,True,0.40168301516281385,Medium Risk
313,POL1,POD2,0.9192776982837999,0.7038761778790664,0.6666666666666666,0.3571428571428571,0.41771264622656795,0.3410720864161089,0.17071991226256067,2024-07-31 13:54:32.480646,0.35766881973712555,0.5228224062112012,13,0,0.0,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,0.8212171646810142,High Risk
314,POL1,POD1,0.8480106354877596,0.36538442595255216,0.7916666666666666,0.5,0.6229317780321226,0.45632556287010356,0.02229989339906191,2023-08-24 13:54:32.480646,0.69847119412473,0.27252109256711443,355,0,0.0,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,0.44381391563582084,Medium Risk
315,POL1,POD2,0.40350022175162004,0.36617851588548256,0.9166666666666666,0.3571428571428571,0.6131760808344957,0.6971296910827383,0.2560996472497836,2024-05-27 13:54:32.480646,0.20329082487586264,0.6036509732611814,78,0,0.0,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,True,False,0.6248424547166173,Medium Risk
316,POL2,POD1,0.07714298616921272,0.6728066345970839,0.5833333333333333,0.3571428571428571,0.9766458666942488,0.6011531401226686,0.4951401206238779,2023-11-17 13:54:32.480646,0.3420284467079143,0.6854808647130736,270,0,0.0,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,0.872119585819669,High Risk
317,POL3,POD3,0.7689562415072958,0.43134627029137507,0.10416666666666667,0.2857142857142857,0.7578037630931123,0.36362656507954577,0.5975496922516893,2024-04-12 13:54:32.480646,0.5036105729456042,0.6063127528812227,123,0,0.0,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,0.4550751200526504,Medium Risk
318,POL1,POD3,0.3892245710500881,0.6059672973175119,0.020833333333333332,0.3571428571428571,0.38214646690588255,0.486655564857642,0.3102763426387367,2024-03-21 13:54:32.480646,0.5596253019220668,0.18751154041427537,145,0,0.0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,0.23547015640924182,Low Risk
319,POL1,POD1,0.06349493729562261,0.6232279499789118,0.3541666666666667,0.3571428571428571,0.33116916399099144,0.250427618418482,0.7549688486421264,2024-05-24 13:54:32.480646,0.22287370024683523,0.4792340924467313,81,0,0.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,0.42597401662945256,Medium Risk
320,POL2,POD3,0.4731495456804784,0.5899196650113196,0.9791666666666666,0.6428571428571428,0.08629656591268065,0.5999085810037392,0.49689844816677375,2023-11-27 13:54:32.480646,0.17424638386118488,0.6949554531665798,260,0,0.0,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,0.6732884654175999,High Risk
321,POL3,POD1,0.5524361168155613,0.6165706068479357,0.16666666666666666,0.5714285714285714,0.6558921975419374,0.28253126387260746,0.45691885038943236,2024-06-22 13:54:32.480646,0.25846303499507445,0.4608731666179602,52,0,0.0,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,0.5357612376510887,Medium Risk
322,POL2,POD3,0.2339078182393699,0.4473428400900764,0.18749999999999997,0.3571428571428571,0.3895448074260039,0.41174982177221514,0.39323617250283793,2024-06-13 13:54:32.480646,0.5953329665802315,0.40922133386580184,61,0,0.0,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,0.43116625378291934,Medium Risk
323,POL1,POD3,0.5972691177341072,0.2690871480440764,0.2708333333333333,0.21428571428571427,0.5354503573850358,0.6885372241634673,0.5136088470689648,2023-10-28 13:54:32.480646,0.34340213418743265,0.48747865701548854,290,0,0.0,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,0.5144818755621666,Medium Risk
324,POL1,POD1,0.2609465255725122,0.5037445578959261,0.9999999999999999,0.2857142857142857,0.48379047375798817,0.5799862212788149,0.5365536022340212,2024-05-07 13:54:32.480646,0.4189580732688695,0.4580430419117527,98,0,0.0,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,0.5089052570970074,Medium Risk
325,POL1,POD2,0.5678373543212673,0.3440192283622294,0.8541666666666666,0.3571428571428571,0.23158689979848784,0.5637756392361535,0.3521493195481652,2023-11-28 13:54:32.480646,0.45322229026430444,0.3735604951236883,259,0,0.0,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,0.6084285863547799,Medium Risk
326,POL1,POD2,0.6533455591123726,0.4374831289159121,0.49999999999999994,0.5714285714285714,0.5850091724500761,0.5858707652235438,0.44757362936224776,2023-09-15 13:54:32.480646,0.36768970552311064,0.6147611245909963,333,0,0.0,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,0.44759170089465933,Medium Risk
327,POL1,POD2,0.7219908738085868,0.5919547866798471,0.08333333333333333,0.42857142857142855,0.45259001264009885,0.8706035695005916,0.15199861893504163,2024-08-05 13:54:32.480646,0.5264831806751014,0.7195180120181908,8,1,1.0,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,0.8568638569248651,High Risk
328,POL2,POD1,0.3241173820937351,0.25856404338632033,0.14583333333333331,0.5714285714285714,0.3544505614353484,0.8085099135689293,0.43051910040415253,2023-10-03 13:54:32.480646,0.6606153827667794,0.45129412136490055,315,0,0.0,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,0.4519337595193159,Medium Risk
329,POL1,POD2,0.29100857996601737,0.5585885524462093,0.10416666666666667,0.21428571428571427,0.5909730547305767,0.8124911100261176,0.7626467609848866,2024-02-03 13:54:32.480646,0.24024610561212306,0.6577300349623597,192,0,0.0,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,0.3929288352173787,Medium Risk
330,POL3,POD3,0.274963379920506,0.3634194221681123,0.8124999999999999,0.2857142857142857,0.43733021736424743,0.5898464063064388,0.6931977874880053,2023-11-04 13:54:32.480646,0.4413914342487307,0.4215630598621014,283,0,0.0,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,0.6239445984306293,Medium Risk
331,POL3,POD2,0.21301906056073205,0.548828863958864,0.4166666666666667,0.14285714285714285,0.4420641142203687,0.7854866746749356,0.6717755870443212,2023-09-01 13:54:32.480646,0.27910388269913705,0.33417966780939345,347,0,0.0,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,0.4554537727424207,Medium Risk
332,POL3,POD3,0.13960413518721304,0.18878351534148374,0.0625,0.42857142857142855,0.5523308629140304,0.2828655629696997,0.3428451872335688,2024-06-01 13:54:32.480646,0.4977682510287579,0.5300098238881961,73,0,0.0,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,0.3039308098260675,Low Risk
333,POL1,POD2,0.0949409322746308,0.5240818013453921,0.020833333333333332,0.3571428571428571,0.5455725043349444,0.2937055671172559,0.24265073059280562,2024-02-02 13:54:32.480646,0.4328101216898161,0.6980984774468378,193,0,0.0,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,0.5247336005232098,Medium Risk
334,POL1,POD2,0.615516720828086,0.5236209863244109,0.18749999999999997,0.3571428571428571,0.5684013592827006,0.2555928238277652,0.32914965776118765,2024-02-25 13:54:32.480646,0.4741937994390281,0.5928884871006899,170,0,0.0,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,0.45500347160734467,Medium Risk
335,POL3,POD1,0.51639001003456,0.5387276368097094,0.5416666666666666,0.3571428571428571,0.7264816296689092,0.6799689933285022,0.31403401943874354,2023-10-27 13:54:32.480646,0.6963530268384334,0.9473617517805856,291,0,0.0,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,0.6819603389738712,High Risk
336,POL1,POD3,0.6202229939594556,0.6904714715547383,0.020833333333333332,0.14285714285714285,0.39214715289740804,0.4298971802123703,0.4778292689358884,2023-12-28 13:54:32.480646,0.5672094975284381,0.4740546865095734,229,0,0.0,True,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,0.4653906620702236,Medium Risk
337,POL3,POD3,0.41566435986102934,0.3500935790073707,0.8333333333333333,0.5,0.5388878892182813,0.482782173074282,0.29839468725928076,2023-12-30 13:54:32.480646,0.4808165433091051,0.3894967084599542,227,0,0.0,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,0.6119111577752645,Medium Risk
338,POL3,POD3,0.5741506494336126,0.5559168873257958,0.9999999999999999,0.6428571428571428,0.34839026066405326,0.19240438557377598,0.1733023635566745,2024-03-14 13:54:32.480646,0.6342862749516244,0.44859730074552373,152,0,0.0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,0.4807960858491396,Medium Risk
339,POL1,POD2,0.5262751347938085,0.5699449408810409,0.7916666666666666,0.21428571428571427,0.5452816744923712,0.46695747315797226,0.7290256548569414,2023-11-09 13:54:32.480646,0.43896601453876843,0.5537699989629165,278,0,0.0,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,0.5494155199836648,Medium Risk
340,POL2,POD2,0.7014107618047408,0.4136876969976888,0.9583333333333333,0.42857142857142855,0.6940958805866277,0.19725094385854708,0.5000688071523901,2024-07-19 13:54:32.480646,0.7048221622399556,0.6050933619255896,25,0,0.0,True,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,True,0.9111929942843368,High Risk
341,POL2,POD1,0.5625277984041158,0.27174240678613126,0.4375,0.21428571428571427,0.5102370323977381,0.20164556036028997,0.6937107823160524,2024-01-30 13:54:32.480646,0.5868867078996886,0.7982695228867941,196,0,0.0,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,0.41095580080128563,Medium Risk
342,POL2,POD1,0.6533663476377723,0.3757468357576169,0.24999999999999997,0.3571428571428571,0.6321192088347172,0.2589205888636988,0.20392460838632864,2024-07-31 13:54:32.480646,0.8282412262156148,0.8094962966427074,13,0,0.0,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,0.5953818999338053,Medium Risk
343,POL1,POD1,0.5466349108832655,0.4238221904955918,0.12499999999999999,0.3571428571428571,1.0,0.4563438692844964,0.5755381917048876,2023-09-15 13:54:32.480646,0.5923824202930243,0.9999999999999999,333,0,0.0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,0.5891045562079895,Medium Risk
344,POL1,POD2,0.4473563602799988,0.4355415306415883,0.6666666666666666,0.42857142857142855,0.6970991106097537,0.7342596972614357,0.24373448134812514,2023-09-06 13:54:32.480646,0.48141331997936193,0.8168047170042664,342,0,0.0,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,0.7765522416551256,High Risk
345,POL2,POD1,0.49984893799724994,0.3076637019207431,0.8749999999999999,0.21428571428571427,0.41678435698828803,0.35781694606371744,0.38244527809766227,2024-03-16 13:54:32.480646,0.6322687088124451,0.7334318525168613,150,0,0.0,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,0.5988127757123932,Medium Risk
346,POL1,POD3,0.4930571914157341,0.5131701345580875,0.4166666666666667,0.3571428571428571,0.5617156324582846,0.38918297312648714,0.31440957361455046,2024-02-27 13:54:32.480646,0.4189639487625935,0.5701135007332522,168,0,0.0,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,0.5111215668012375,Medium Risk
347,POL1,POD1,0.5755954439093988,0.039156473033584716,0.24999999999999997,0.42857142857142855,0.4615837023719211,0.22754103586948432,0.33574283591434295,2023-10-27 13:54:32.480646,0.4253584820366734,0.5358333221041873,291,0,0.0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,0.5525689649987962,Medium Risk
348,POL2,POD2,0.22597954087845007,0.32651577169055235,0.4583333333333333,0.2857142857142857,0.4812134499091612,0.6032007692418568,0.7075992729885636,2024-08-01 13:54:32.480646,0.3996650863659506,0.39366912922328323,12,0,0.0,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,0.5564744975756677,Medium Risk
349,POL3,POD1,0.8300320912989324,0.5256872294578352,0.4166666666666667,0.21428571428571427,0.5837319456014751,0.3138757895308562,0.3375734396876735,2024-01-24 13:54:32.480646,0.6396740409179962,0.4812743954350047,202,0,0.0,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,True,False,0.3719229984935781,Medium Risk
350,POL3,POD3,0.3085191064854622,0.5382032206315743,0.9374999999999999,0.21428571428571427,0.5368350975409808,0.5721528671843319,0.5184357779021149,2023-11-14 13:54:32.480646,0.28207065804757697,0.7443211905495641,273,0,0.0,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,0.49957257985416653,Medium Risk
351,POL1,POD3,0.6980625575774034,0.18480035471556233,0.6874999999999999,0.3571428571428571,0.5283924424184636,0.44269969561867334,0.5759087468220752,2023-09-05 13:54:32.480646,0.5350994326656746,0.4446499977264745,343,0,0.0,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,0.5949448069352955,Medium Risk
352,POL3,POD3,0.5271433410476303,0.7766761399505561,0.6666666666666666,0.21428571428571427,0.7580119705254764,0.7384106031762094,0.2794565733837191,2023-11-08 13:54:32.480646,0.8244161863300832,0.8613923774885296,279,0,0.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,0.8994379096709209,High Risk
353,POL2,POD2,0.8016288794140461,0.4087939060508582,0.18749999999999997,0.14285714285714285,0.43183305604835037,0.6544261818887089,0.20405642226055454,2023-10-04 13:54:32.480646,0.16956634484577843,0.4374899772349089,314,0,0.0,True,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,0.26994047632336066,Low Risk
354,POL2,POD3,0.7530260769014002,0.6366049062399084,0.7499999999999999,0.21428571428571427,0.5390047850956836,0.8021984388874206,0.5416460114298212,2024-03-15 13:54:32.480646,0.5115612272182415,0.8362042431686555,151,0,0.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,0.738198578674859,High Risk
355,POL3,POD1,0.22231778498954224,0.4357216052188313,0.0625,0.3571428571428571,0.46682036225536333,0.352991198755879,0.34848380180322946,2024-01-07 13:54:32.480646,0.5001696285206028,0.4727245816157791,219,0,0.0,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,0.4066531953740008,Medium Risk
356,POL2,POD1,0.5299928429266091,0.1558705310848736,0.8541666666666666,0.07142857142857142,0.7313063857227236,0.6333391288466181,0.35653160620870583,2024-08-03 13:54:32.480646,0.9304671373814484,0.8523010775121241,10,1,1.0,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,0.5695725269382772,Medium Risk
357,POL3,POD3,0.8308914098234107,0.6138513196314908,0.16666666666666666,0.3571428571428571,0.8708058380622481,0.49461463011156065,0.4566579369080215,2024-07-24 13:54:32.480646,0.4363624774956881,0.3972615493948888,20,0,0.0,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,0.45392256652092694,Medium Risk
358,POL3,POD2,0.35250601332829135,0.1533514137465808,0.5833333333333333,0.2857142857142857,0.42034740481206484,0.5729852768845527,0.3559519592793702,2024-08-04 13:54:32.480646,0.610968411495858,0.39440232563951594,9,1,1.0,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,0.6419045490057788,Medium Risk
359,POL2,POD3,0.31228859949717513,0.9651807899431889,0.2708333333333333,0.14285714285714285,0.7933405737272647,0.7368752078979397,0.24480133448670915,2023-11-26 13:54:32.480646,0.3673935159735829,0.5151182569376244,261,0,0.0,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,0.49348551845604743,Medium Risk
