RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,RiskScore,Scaled_RiskScore,Risk_Category
171,PortB,PortZ,0,8,5,2,31.064749868358113,1546.1129700199199,9.432544991093444,irregular,shallow waters,10717.257157123808,329882.0482759621,24404.182468495044,1330500.5928185908,compliant,yes,in place,non-hazardous,bulk carrier,12.219415185054714,4043.7791738384067,7.790661761262324,Low
172,PortC,PortY,0,15,32,4,36.205736719393634,2093.2574572384433,11.173594755969452,regular,congested areas,9452.365186727076,592770.8883561306,63331.284326429915,1112523.9757469725,non-compliant,yes,in place,non-hazardous,bulk carrier,10.041574109196686,44941.12763406159,62.60607630068606,High
173,PortB,PortY,2,16,4,5,32.86843515001277,1526.397439429103,8.651171371179746,regular,clear,11390.64520886651,539805.6578195572,35340.67359559386,779352.7443128803,compliant,yes,not in place,non-hazardous,container,3.0129590005662656,46723.08434992684,64.99446331718094,High
174,PortC,PortY,4,15,27,4,22.39201578683665,1936.2495905926505,11.756364829940608,irregular,congested areas,11548.37465297099,413595.9804640964,55206.6897797628,1091020.1531936035,non-compliant,no,not in place,non-hazardous,container,16.421617328998238,23853.75492594941,34.3423105539472,Medium
175,PortA,PortY,4,11,13,6,38.73369468754173,2353.6845197710004,8.459347869564699,regular,clear,9531.789674343601,441845.358771285,27959.742464886585,1038907.712726175,non-compliant,yes,in place,non-hazardous,container,14.587680885978644,26465.423186485994,37.842774122630765,Medium
176,PortC,PortZ,8,2,4,0,30.258919255994766,2179.0275938905547,8.731573612628946,irregular,congested areas,7749.039923807872,583814.8328773099,45718.70658703427,1089258.9606605952,non-compliant,no,in place,hazardous,container,16.62562092560897,42917.3752055165,59.893606361375504,High
177,PortB,PortZ,9,10,32,2,32.88396911956909,1392.9038065963498,7.907841968293495,regular,clear,10187.139694051471,474252.49688797805,63409.33507741839,836086.2510853343,non-compliant,no,in place,non-hazardous,container,11.073032266576528,38990.90920677097,54.630896931557025,High
178,PortA,PortY,1,13,49,3,23.27977685764078,2060.135451302095,11.367419073816059,irregular,congested areas,12804.243496842333,375946.41707962635,63966.33886619437,1000671.4684955899,compliant,no,in place,hazardous,container,13.784664611066031,22986.36091048188,33.179727542652174,Medium
179,PortA,PortY,1,17,47,6,32.52663250039033,1904.2490256192218,9.893514859821595,irregular,shallow waters,8346.678812441582,491640.8129915125,53067.75392803968,1176619.7801990677,compliant,no,not in place,non-hazardous,bulk carrier,8.733039610349225,29847.763540443175,42.37618265878339,Medium
180,PortA,PortZ,5,4,40,0,35.5146386637133,1617.884779782365,8.040476104512052,irregular,congested areas,10667.833780786601,391215.6968208436,57874.64793237856,786000.421898129,non-compliant,yes,in place,hazardous,bulk carrier,8.275983507573695,30264.34903322119,42.93453930872481,Medium
181,PortC,PortY,8,15,18,3,39.67660168299202,2100.506388740631,9.207579315437792,regular,congested areas,7588.5191399747655,429212.6825877527,35864.29774191588,910175.3537693428,compliant,no,in place,hazardous,bulk carrier,10.58199194735593,28955.72511873667,41.180568328957264,Medium
182,PortB,PortX,0,19,21,1,37.00199897397641,1852.478645362782,3.8576980242019445,irregular,shallow waters,7920.385331046949,494937.59009774105,55383.33272669998,942429.2710838208,non-compliant,yes,in place,hazardous,bulk carrier,16.609034611095648,37340.71991098473,52.41912003836748,High
183,PortA,PortY,8,4,4,3,32.771123519730196,1854.3397884081508,11.555944726933287,regular,congested areas,12600.731670605976,605521.146490566,58509.707432818395,1199673.4237741935,non-compliant,yes,not in place,hazardous,bulk carrier,10.626129630863561,44059.97626329465,61.42505407115085,High
184,PortA,PortY,8,2,1,6,22.27811323325807,2037.213535528016,9.658506721003386,regular,shallow waters,11383.06676529856,702332.4744230083,75697.45837700139,1229499.8493157034,compliant,no,in place,hazardous,container,11.729570368462594,55870.544047645846,77.25495975989831,Critical
185,PortA,PortX,8,11,29,4,30.661363952487108,1812.2346407295547,5.187523697980206,regular,clear,10697.930260076855,636261.5621382305,43767.80700318575,616973.5491312067,compliant,yes,not in place,non-hazardous,container,13.212224109399155,63738.41309517509,87.80039900277932,Critical
186,PortC,PortX,4,0,46,6,27.03745217393535,2028.720750159969,7.086637117351836,regular,shallow waters,5356.45347138341,492814.3761197602,50163.02817028111,1199501.7572659126,non-compliant,yes,not in place,hazardous,container,12.126713490951955,28511.865710329443,40.58565598414525,Medium
187,PortC,PortZ,8,8,38,3,31.174889374081236,1822.0025331110198,9.156811874884793,regular,shallow waters,8894.214257126587,725734.9801192177,50781.15111652105,1235791.0166534854,compliant,yes,in place,non-hazardous,container,17.071686183116604,56078.560027721585,77.53376713025305,Critical
188,PortB,PortZ,3,8,3,5,23.918370836024504,1838.4615618132375,7.371658481790326,irregular,clear,11213.628006173374,555826.9344368288,56985.83733776204,1222937.4855563806,non-compliant,no,in place,hazardous,container,8.25965873956131,37000.388909728084,51.962968585599235,High
189,PortC,PortX,1,3,32,0,28.949165461040494,2297.878930788658,11.586698647372117,regular,shallow waters,7101.86898415802,402031.1460686268,58805.106882156346,894074.5521324408,compliant,no,in place,non-hazardous,container,12.498714170725869,27840.978530454275,39.686454440313874,Medium
190,PortA,PortX,5,2,12,0,27.414084580969657,2328.401490914083,10.837145771982309,irregular,shallow waters,9292.229220182806,509454.9852322857,60609.151117898655,954039.6103812418,non-compliant,no,not in place,hazardous,bulk carrier,14.371138867836596,39512.66634030428,55.33021692760387,High
191,PortB,PortZ,3,16,19,3,27.259168220153768,1487.4037258572125,10.719071887035739,irregular,clear,11533.307421238635,434308.33531241235,59879.62159312811,686515.747153295,non-compliant,yes,not in place,hazardous,bulk carrier,3.7886029961200354,38708.853129347815,54.25285235435536,High
192,PortA,PortY,5,1,6,0,27.30881907004423,2224.1218531539657,4.79130612957059,regular,congested areas,6977.722573310388,375209.40736721153,35188.81707489283,581009.3770264043,compliant,yes,in place,non-hazardous,container,13.33024718186166,32196.843757085047,45.52469498805631,Medium
193,PortA,PortX,2,0,14,5,29.320726418058776,2419.5773013878315,8.949083171586212,irregular,congested areas,6641.426826102406,382577.62225417903,23868.031196842985,927697.118961127,compliant,no,not in place,non-hazardous,bulk carrier,18.710121272562326,21814.941331763308,31.6096538771306,Medium
194,PortC,PortZ,5,7,22,6,31.43097379524011,2467.213045221073,8.604767098781887,irregular,shallow waters,7012.343767511641,485276.58218255575,44856.23612916965,1015293.7431080587,non-compliant,no,in place,hazardous,container,10.247545956707347,33176.675810953944,46.837980622309026,Medium
195,PortB,PortY,1,12,13,0,17.507532060642745,2156.1139177655355,8.091891091790824,regular,congested areas,10668.970423223025,575420.5990613408,49645.8315539361,1035353.8943974171,compliant,yes,in place,hazardous,bulk carrier,6.574791695822094,44396.97955738626,61.87674534117902,High
196,PortC,PortX,1,14,22,3,18.11783571831068,1682.7806426768307,9.169649437672577,irregular,congested areas,8886.002942274195,606820.3255795902,43867.322407131,1164227.9308295774,compliant,no,in place,non-hazardous,container,14.335166487742315,43393.953479144904,60.53237235997886,High
197,PortC,PortY,8,7,18,2,28.306543300390626,2188.9942521042603,7.747523585827874,regular,shallow waters,11756.097252926229,375528.20833086193,45403.01856998899,1612227.1569786696,non-compliant,no,in place,hazardous,container,12.897436383517578,3017.6389961114355,6.415308557805405,Low
198,PortB,PortZ,6,11,28,2,29.01115477647193,1739.224293435225,10.430441465900437,regular,clear,10242.036770469229,469674.1317578913,46637.505722598,920801.867020602,non-compliant,yes,in place,hazardous,bulk carrier,19.61223362631702,34736.59422453992,48.92876591054257,Medium
199,PortA,PortX,2,11,19,1,30.945556083019703,1897.1104501530037,11.533102708675543,regular,congested areas,13761.069435876081,548659.0679735057,55774.409994193695,788886.1724180884,compliant,yes,in place,non-hazardous,container,14.188339766493822,49597.985261478854,68.84774210320693,High
200,PortA,PortY,0,13,28,0,26.361638225718877,2114.9246471134456,11.360767476847343,irregular,shallow waters,7525.035603501304,515185.859575161,39663.0794496097,1109226.9361174584,compliant,no,not in place,hazardous,bulk carrier,7.2822645175852525,33569.94875720699,47.365091068038,Medium
201,PortB,PortX,7,14,23,6,30.04732597011341,1758.5721960143783,9.724177496577038,irregular,clear,10663.543410218197,569454.6367046896,49221.72230039274,1044448.4773911885,non-compliant,no,not in place,hazardous,bulk carrier,7.056258983355073,43286.54100104557,60.38840558131474,High
202,PortA,PortY,5,14,17,3,30.632616025090275,1656.0799079846647,13.998479392667004,irregular,congested areas,8409.5704579507,456530.6295219143,49298.2638378096,885095.7158361309,non-compliant,no,not in place,non-hazardous,container,16.299095448272492,34043.32689337471,47.99956786775451,Medium
203,PortB,PortZ,6,8,9,0,26.327209515672642,2139.731995547247,12.27995022900102,irregular,clear,11200.425398296058,627291.5235105163,55546.99338508486,1182170.434824478,non-compliant,no,in place,hazardous,container,13.78455912679161,46765.077341571814,65.05074724099103,High
204,PortB,PortZ,8,18,40,4,35.067279108705506,2560.1672612936945,9.796883592654897,regular,shallow waters,10239.87178054568,499575.79781909613,61619.04839712903,837613.003057065,non-compliant,yes,in place,non-hazardous,container,11.708902822266715,42156.18394955172,58.8733687222514,High
205,PortC,PortX,4,19,7,5,30.884931557275305,2372.970299143839,9.035455579596967,regular,clear,8013.758352359238,575772.4135721207,66841.07398121395,974286.6561057222,non-compliant,no,in place,non-hazardous,bulk carrier,12.861941022352788,47091.80809550992,65.48867005002876,High
206,PortB,PortY,0,7,25,0,32.73480547731645,2212.1558555150286,12.676054325563841,irregular,clear,9685.695507782248,461922.62853928976,42540.09219578557,985816.4516866993,non-compliant,no,not in place,hazardous,bulk carrier,14.209679439904365,31552.35392573919,44.660874261242526,Medium
207,PortC,PortX,9,18,28,0,30.344228656419265,2293.75563067692,12.015161365525467,regular,shallow waters,10146.196154423302,505839.09435385076,30000.25389435507,810457.4595460988,non-compliant,yes,in place,hazardous,container,13.864099629220883,41261.84937959016,57.67467682570802,High
208,PortA,PortX,6,5,9,2,40.5183655153086,2191.3158491545746,7.17914559235154,irregular,congested areas,8801.38212000955,340397.41485715244,47580.717712647136,658059.0040499466,non-compliant,yes,not in place,non-hazardous,container,4.472614286384285,27000.866426615703,38.56043784106446,Medium
209,PortA,PortY,4,19,16,5,32.98198534558827,2134.9700688228177,12.171642638457492,regular,congested areas,11454.334429967153,416324.4729958029,34113.83141700154,1043790.0024775171,compliant,yes,in place,non-hazardous,container,18.083485075853908,24048.90349061513,34.603871507692865,Medium
210,PortA,PortY,2,18,1,3,27.560033418963872,2269.585351879594,9.691252930552142,regular,clear,7937.814766662171,479253.63114670786,77345.76909256971,1273743.0976978047,compliant,yes,not in place,hazardous,container,18.41805366492646,27268.833789106084,38.91959907305075,Medium
211,PortA,PortY,8,3,5,0,34.104834421842,1589.4910723837934,8.278176938813283,regular,clear,14182.017116066327,510006.15432670317,41271.194811569694,1192180.3711295952,compliant,yes,in place,non-hazardous,container,21.05064203067647,31778.822016959464,44.96441331126836,Medium
212,PortC,PortZ,0,6,4,2,21.81197541271664,2059.845589832874,6.041588281518674,regular,clear,11907.38060125371,768120.1551181572,55638.337656527314,1205559.916440822,non-compliant,yes,in place,hazardous,container,19.963027777722083,63086.132256141194,86.92613585531534,Critical
213,PortA,PortX,0,3,27,1,30.598001313335523,1975.715538126847,9.462167610604396,regular,clear,10697.482238107073,461810.00071737875,59340.66106674429,840210.0608326198,compliant,yes,not in place,non-hazardous,container,19.1127288368209,37308.407623626976,52.37581132782956,High
214,PortB,PortX,0,11,40,5,31.595801450459952,2023.6708493433691,9.97554482956015,irregular,congested areas,15690.62854939438,362335.97679992754,53406.22328238003,1042813.9142980601,non-compliant,no,not in place,non-hazardous,bulk carrier,10.5675692927718,19865.793800841595,28.997178156121844,Medium
215,PortB,PortZ,2,12,4,2,30.65510381039349,1861.5883355759631,13.174655308220435,irregular,shallow waters,9381.40234821347,670248.4719454923,70767.203513092,715168.0570858445,compliant,no,not in place,non-hazardous,bulk carrier,13.506847387435151,66638.75789145018,91.68778066200124,Critical
216,PortB,PortY,5,2,17,2,28.331105645805565,2156.1463534322697,11.914467615497372,regular,shallow waters,11222.751735128695,607883.7751028432,47975.188598841894,1033783.0025717574,non-compliant,yes,in place,hazardous,container,17.834993958181844,48328.270069538,67.14592114870337,High
217,PortC,PortZ,9,11,25,6,24.938633215814924,1754.6215970937178,8.83422655724793,irregular,shallow waters,10445.360927198415,384348.77965941373,41651.18242628516,1277756.9014949596,non-compliant,no,not in place,non-hazardous,container,2.9962388229490386,13461.305905099709,20.413133660932647,Low
218,PortA,PortZ,2,1,19,2,26.053264939745187,1839.8435211823896,10.778684788439474,regular,clear,11594.93538641565,546526.2069879309,41133.75387848742,1283967.4246788148,compliant,no,not in place,non-hazardous,bulk carrier,10.90660584013657,32939.93624451097,46.5206745386377,Medium
219,PortA,PortZ,7,1,40,6,30.510374581236917,1803.83602590437,11.652498845345647,regular,clear,12992.232734133242,583520.6423329517,57500.05694603681,1406089.733528706,non-compliant,yes,in place,non-hazardous,container,3.473145264536276,35221.28525135836,49.57840557078686,Medium
220,PortA,PortX,9,8,48,0,24.432403837860036,2259.1839911809607,10.17191477603443,regular,shallow waters,11097.898753222718,516382.51134997164,48102.01753734943,1197835.6048692227,compliant,yes,in place,non-hazardous,bulk carrier,13.401408170190564,32443.219190716325,45.85491618907045,Medium
221,PortC,PortZ,1,0,26,0,38.850838078236364,1996.482949037242,8.825691681937592,regular,congested areas,12083.587790630398,532582.1920397843,41135.110105967826,1095149.8111754507,compliant,yes,not in place,hazardous,bulk carrier,18.329039699211904,37071.54424331508,52.05833929431537,High
222,PortB,PortX,8,7,48,1,16.79551160328147,1861.750298060971,8.935655087513108,irregular,shallow waters,8899.224019306817,436774.38317408797,54413.052155235724,1174944.6364804269,compliant,yes,in place,non-hazardous,container,12.093991572797394,23509.03194218794,33.88027245202647,Medium
223,PortB,PortX,2,5,11,4,28.38281066227698,1887.9710914951459,10.770946140913905,regular,congested areas,9587.699703072403,550378.9332222408,57092.49225088313,1136114.8319303745,compliant,yes,not in place,hazardous,bulk carrier,9.153883951828497,38646.72193399429,54.169576852217475,High
224,PortA,PortX,4,5,6,4,30.551948195538486,2001.1641850041221,10.825961131050095,irregular,clear,13276.575120526008,450864.57204188046,52713.051862862114,838549.1505176928,compliant,no,not in place,non-hazardous,bulk carrier,13.415825067000892,36070.55587531952,50.71669749095532,High
225,PortB,PortY,9,17,2,4,32.537104639166444,2486.652475660956,9.41409076847291,regular,shallow waters,11193.71232705872,235460.5854305972,58995.963923356074,696934.0038867814,compliant,no,not in place,non-hazardous,container,14.062305825913215,14652.210717422682,22.00932371780075,Low
226,PortB,PortX,7,16,9,6,25.420376363687865,1629.0438990959983,4.761695589893321,regular,shallow waters,10496.647289716377,519626.597206611,50880.98612850314,1176551.7438839504,compliant,yes,in place,hazardous,container,14.414734147226,33399.63434412984,47.13681575175575,Medium
227,PortC,PortX,1,11,33,5,35.67147396944106,2202.6529993039358,7.418954545417419,irregular,clear,8493.511581832965,332405.0685452338,44063.7466281874,1418669.6521117045,compliant,yes,not in place,hazardous,bulk carrier,5.925302484484555,2903.1698807251432,6.261883647680399,Low
228,PortC,PortY,5,5,24,5,23.030844780935386,2141.5587014093026,11.239377843224224,regular,congested areas,11933.192162269901,601349.4163457727,58114.0007151151,1184794.2855743244,compliant,no,not in place,non-hazardous,container,13.217426969379558,43914.183038017676,61.229644921622004,High
229,PortC,PortX,4,7,34,1,27.16935705696216,1735.1103804659672,5.7383240052882485,regular,shallow waters,8437.06915803508,386917.9856564767,41099.11746471664,622255.2568178889,non-compliant,no,in place,non-hazardous,bulk carrier,12.92084053321873,32983.48738400846,46.57904687462278,Medium
230,PortC,PortZ,9,18,15,5,33.10373777639712,2440.061987046406,12.36836203273443,irregular,shallow waters,7847.6682884597885,254699.57910796325,38711.14652800024,896139.6311921974,non-compliant,no,not in place,non-hazardous,bulk carrier,16.741475005253164,8785.78422913175,14.146452115415986,Low
231,PortA,PortZ,8,9,1,4,35.20094282396376,2161.784135264203,12.072314522277008,irregular,congested areas,10229.851502057842,323070.8839143687,61559.49649200665,960661.446025555,compliant,yes,not in place,hazardous,bulk carrier,11.621957331875665,17169.9165193623,25.383847798643316,Medium
232,PortC,PortX,4,0,23,4,22.97999351809451,1847.680009031073,10.082192763866411,irregular,shallow waters,5195.0149329426185,495852.33417114144,46521.52028983408,628791.3346261091,non-compliant,yes,not in place,non-hazardous,bulk carrier,21.871120524224825,45642.031570555024,63.54550981600477,High
233,PortB,PortY,1,12,9,2,43.225183952075795,1442.176002216122,11.195862068457215,regular,shallow waters,11222.15343274195,518650.7812240069,66656.83909444972,724620.5916420601,non-compliant,no,in place,hazardous,bulk carrier,12.411676246655256,48121.940542391996,66.86937416000967,High
234,PortA,PortZ,4,16,37,5,25.51254218416395,2068.7440503497337,11.057549356717772,regular,clear,10753.888393482577,358736.31836896006,58565.94786726606,992584.9011665054,compliant,yes,not in place,non-hazardous,bulk carrier,9.609600483150423,20351.756899709588,29.648522796257144,Medium
235,PortB,PortY,3,2,21,0,23.439087612361085,1986.576324573205,9.766253743267574,irregular,congested areas,9294.39288272828,392761.17452577193,45761.612860991605,1052326.875540541,compliant,no,in place,hazardous,container,6.98442405313567,21361.299048233126,31.001629377730524,Medium
236,PortB,PortY,6,7,25,0,32.51357445886629,1690.7861206201642,7.25222176482286,irregular,shallow waters,9475.763682879926,499193.1112113619,54862.21432262667,802797.1714600553,non-compliant,yes,in place,hazardous,container,9.430715995707107,42270.07977546598,59.02602524270705,High
237,PortB,PortZ,5,13,42,2,28.258532732092714,1686.915676959309,11.934545950123372,regular,shallow waters,9761.358190667203,597222.7757970631,75283.80274446876,715412.0718912755,compliant,yes,not in place,hazardous,container,8.005071203942888,58245.58779861906,80.4382714576111,Critical
238,PortC,PortY,1,2,38,2,27.519738437301278,2260.552960135851,12.81446002276727,regular,clear,8421.745244905316,378991.7819262112,57542.73142812392,1238661.175843487,compliant,no,not in place,non-hazardous,container,11.219895189501703,14899.308630035302,22.34051326973126,Low
239,PortC,PortZ,4,15,26,2,32.9782202878486,1413.2915278037015,7.582818951515316,irregular,shallow waters,10369.145254996587,537917.5262517894,55816.9890674244,923494.2283242049,compliant,no,in place,non-hazardous,bulk carrier,20.433632434099728,43479.33642407482,60.6468125791408,High
240,PortA,PortY,6,12,28,0,22.363521547860955,2094.284826521911,7.177489989660601,irregular,clear,9501.21013922897,326130.93710208556,44052.78926353379,952117.5648630935,non-compliant,yes,not in place,hazardous,bulk carrier,4.7034554691233135,16317.302904024431,24.241075210044862,Low
241,PortA,PortZ,6,19,46,4,21.489328000126488,1943.7689074067416,9.726406190485319,irregular,shallow waters,10224.904306577237,531588.8736704533,68445.54696198727,890665.9515020119,compliant,no,not in place,hazardous,bulk carrier,5.054581219101385,44758.06997091025,62.36072098871471,High
242,PortC,PortX,4,16,37,2,27.01288317428386,2149.146448506032,8.7475508087271,irregular,clear,9688.542829330514,575579.2081055943,63179.37713512973,845764.9415099695,non-compliant,yes,in place,hazardous,bulk carrier,10.826822454690175,50930.508733372495,70.63374606789927,High
243,PortB,PortZ,8,12,19,1,35.38950869726663,1911.7084970419396,10.289898480410919,regular,congested areas,9294.942655017505,552420.6610722506,44144.37968273298,1260556.6553642089,compliant,no,not in place,non-hazardous,bulk carrier,5.185387248237525,34141.925914104504,48.13172181900006,Medium
244,PortA,PortZ,3,5,26,6,27.22972353293608,2087.9824895780944,12.415988079720773,regular,congested areas,10556.985246875274,599439.7780687697,68804.12855409792,824040.7309259162,compliant,no,not in place,non-hazardous,container,7.09031746894585,55021.61192777336,76.11712154254049,Critical
245,PortC,PortZ,2,16,40,2,37.99578342264307,1777.1675466413872,5.508659123455009,regular,shallow waters,11562.199685863021,592774.2400528842,51647.51216502348,1035936.6985154528,non-compliant,yes,in place,non-hazardous,container,13.69579942805252,46708.29192753346,64.974636780839,High
246,PortC,PortZ,3,13,19,6,36.00507380585945,1985.2385251479895,13.162543903238308,regular,shallow waters,8950.461709664205,684693.1815950121,41596.18325329973,1001740.8659302465,compliant,yes,not in place,hazardous,container,11.73698103893831,57536.98292600798,79.48851624610612,Critical
247,PortC,PortY,4,16,43,3,31.414730922537423,2146.7251634452227,9.18666311624616,irregular,clear,10790.946583291916,510861.84190590866,44014.81293181463,610365.2442285415,non-compliant,yes,in place,non-hazardous,bulk carrier,14.192548077797493,49011.35933026227,68.06147734986997,High
248,PortB,PortX,5,7,18,2,31.698619296873783,2045.261561382641,11.023557957300989,regular,clear,11038.860821028382,684989.1385697044,58777.01367074777,1048189.3763998636,non-compliant,no,in place,non-hazardous,bulk carrier,14.955290101308146,57896.846036532675,79.9708469184734,Critical
249,PortC,PortZ,2,10,19,0,31.41001312508428,2114.0920527204635,11.23745167620893,irregular,congested areas,7432.2722359868585,405590.09099134174,41664.998431445005,691206.2203049533,compliant,no,not in place,non-hazardous,container,18.712969635879226,33090.55940615767,46.72255733436302,Medium
250,PortC,PortY,1,19,34,5,30.7985886434105,1721.6236101645059,11.470682308395592,regular,shallow waters,11953.088950307616,479465.8256278525,38968.836089470846,1127092.0217659825,compliant,yes,in place,hazardous,bulk carrier,13.895166860560728,29488.034433552733,41.89403159377548,Medium
251,PortC,PortX,3,0,46,2,28.168791512609104,1822.7976314345444,10.123816208059994,regular,clear,14112.902661311979,488499.6826959933,45611.25517581523,762716.694056598,non-compliant,no,not in place,non-hazardous,bulk carrier,18.024904912698965,42454.40159779439,59.27307492881128,High
252,PortC,PortX,4,6,1,5,28.749060833964187,1827.9980482352164,10.591121203573492,regular,congested areas,9823.80861867491,395721.5540809838,47104.86775590388,1104403.7221198299,non-compliant,yes,not in place,non-hazardous,container,12.535372516493945,20322.62713533908,29.60947967562652,Medium
253,PortA,PortX,3,16,29,3,24.65019921703709,1917.053073323974,10.578044101210807,irregular,congested areas,9657.609182591941,263934.11327858805,43266.844743614376,914098.8310526443,compliant,yes,in place,non-hazardous,bulk carrier,13.952150309733693,9923.530927256379,15.67139344405052,Low
254,PortA,PortX,2,9,33,1,18.9497860535491,2407.5748608853482,8.739434398441105,regular,clear,9573.987676809305,586929.8361811651,45460.55106061969,865135.0505595232,compliant,yes,in place,non-hazardous,container,13.887602899018498,50417.57259624851,69.94624900397473,High
255,PortC,PortZ,7,10,21,5,35.52035304641025,1893.7463733392897,6.483889617125605,irregular,shallow waters,11241.211509598608,407006.5846097341,59169.31234061393,1042113.2914623118,compliant,yes,in place,non-hazardous,container,13.42279000511172,24757.95182718709,35.55422110151758,Medium
256,PortB,PortZ,9,8,2,6,30.78629218392649,1656.93216207035,7.561628344469611,irregular,congested areas,11021.557053299624,459917.09927170543,52565.02436479449,705628.1864564756,compliant,yes,in place,hazardous,container,13.02837739470721,40599.818827798066,56.78734597173977,High
257,PortA,PortY,3,8,5,4,30.03105677810893,2162.493706355178,9.791524041003932,regular,clear,6818.677595358292,658458.5264770695,44843.59246851495,986155.8682073476,compliant,no,in place,hazardous,container,21.104918844543306,54711.83405244097,75.70192096619989,Critical
258,PortC,PortY,1,4,14,2,31.9922456142894,2403.9930294303444,8.42638668620723,irregular,congested areas,8267.757899531676,557208.5075472811,45721.519177197144,1156450.0079880492,non-compliant,no,in place,hazardous,bulk carrier,15.490481062480042,37869.10730912989,53.12732669129767,High
259,PortA,PortY,1,16,26,3,25.858012726031756,1621.6364444443072,8.43100785522093,regular,shallow waters,11014.625699783375,674021.1454735027,48683.43823738647,1208520.8863248916,non-compliant,yes,not in place,hazardous,bulk carrier,9.763062883879927,50903.97393944498,70.59818103046732,High
260,PortA,PortX,0,8,9,3,24.994688933077835,2591.843226415427,13.59850209137239,irregular,clear,9709.956460240497,512053.1034096273,49255.857920764785,907473.8172552421,non-compliant,no,not in place,non-hazardous,bulk carrier,23.717124845149222,40518.41787366392,56.67824288284129,High
261,PortB,PortX,3,16,8,5,28.581576531609237,2124.5529806969216,11.717789593319747,regular,shallow waters,7667.76418552096,555549.2727297709,49298.13743782586,936669.5398985212,non-compliant,yes,in place,non-hazardous,container,10.114734638499108,44344.77785427842,61.80677850706255,High
262,PortC,PortZ,9,18,32,1,36.84049240881906,2310.1672367205174,9.495848068180052,irregular,shallow waters,13000.520360576034,475932.844249975,58802.47663049985,701619.507461375,compliant,no,not in place,hazardous,bulk carrier,11.973856806123784,43676.503850151,60.91107944731071,High
263,PortC,PortX,8,6,31,0,24.15629485753437,2440.1214905129946,11.344069891310884,irregular,congested areas,8400.57346748404,415130.37012234784,51970.384042920654,849857.3676238736,non-compliant,no,in place,hazardous,container,7.846846284023229,30525.31523639546,43.28431676732192,Medium
264,PortB,PortX,6,8,47,2,16.86467321595917,2291.7852928123225,9.159462788818198,regular,shallow waters,10071.554243993856,555179.2954135312,52264.57676599215,687977.8986180961,compliant,yes,in place,hazardous,bulk carrier,15.585562658140338,52506.65670566651,72.74628411081905,High
265,PortB,PortX,9,6,5,3,27.392994540906237,1966.8393208976954,10.221446868372993,regular,congested areas,9656.961777142053,456409.87901695096,64267.85353700089,1088014.719047036,compliant,no,not in place,non-hazardous,bulk carrier,20.451177680896556,29387.288185049696,41.75899967647754,Medium
266,PortC,PortY,6,12,40,1,35.71349958117592,2365.3094432574244,10.883257296837831,regular,clear,7842.622398098883,564452.1966243724,68766.51431892069,1168433.3439458807,compliant,yes,not in place,non-hazardous,container,4.5441729237552115,40020.89490328628,56.011404349515324,High
267,PortC,PortY,6,10,35,4,21.33727987822823,2076.379930961276,9.164788064456243,regular,clear,10369.909604360866,442953.0982011781,37690.28713802001,909155.1656367461,compliant,no,in place,non-hazardous,bulk carrier,10.613145402763543,31317.483005969494,44.34607275661801,Medium
268,PortB,PortZ,7,13,1,3,24.09858198088564,2327.145417472292,8.629498904925809,irregular,congested areas,10784.213766998839,482461.6747314483,34210.91887604382,788353.5702610838,compliant,yes,in place,hazardous,container,17.583068345889615,39564.39399345715,55.39954838447042,High
269,PortA,PortX,0,18,28,1,31.317733702890845,2359.962645134205,12.447863636937008,irregular,congested areas,9064.647936340745,490471.7494699424,46505.93885377613,1061638.3547159347,non-compliant,yes,in place,hazardous,container,6.703413429507436,32917.462334268246,46.49055237295561,Medium
270,PortA,PortX,9,10,3,0,42.84953517737667,1672.7310230081694,11.228225934396214,irregular,congested areas,9327.615471221035,607696.5025045659,57831.28572894648,826406.8587030155,compliant,yes,not in place,hazardous,bulk carrier,14.871911277410057,54772.25544129845,75.78290478549302,Critical
271,PortB,PortZ,9,12,0,0,23.208941657369024,2238.290339593102,5.4907782434145656,irregular,shallow waters,11200.974085525228,457565.1358774263,53759.8639998743,1134387.773769319,compliant,yes,in place,non-hazardous,bulk carrier,5.492796621283194,27722.587753161257,39.527773259765624,Medium
272,PortA,PortX,7,13,18,3,23.015329542660204,1945.4324244459885,8.66372813993678,regular,clear,6049.7234686732245,618699.0119592617,60540.99702711882,1387086.0565407113,compliant,yes,in place,non-hazardous,bulk carrier,14.039654087129959,38884.90653139435,54.48881973555717,High
273,PortB,PortX,3,12,25,6,31.693491844195925,2041.4571910352045,8.437455000611212,irregular,clear,8309.992299504558,409514.8259599399,46076.36154307886,823113.3880597157,non-compliant,yes,not in place,hazardous,bulk carrier,12.389087770416415,30096.1280570491,42.70906986167574,Medium
274,PortA,PortY,3,0,24,3,36.02337219996852,2038.1278246528393,8.757723822375205,regular,shallow waters,10426.869793064758,526985.7591669607,30432.931678219982,851664.8794219305,compliant,no,not in place,hazardous,container,28.587914953993174,42581.73693537502,59.443744656258005,High
