RouteID,POL_Code,POD_Code,Distance,Average_Transit_Days,Number_Of_Travels,Total_Incidents_Count,Carbon_Emissions,Cargo_Value,Route_Duration,Incident_Date,Average_Vessel_Age,Crew_Experience_Level,Days_Since_Incident,Recent_Incidents,Total_Recent_Incidents,Previous_Safety_Awards,Training_Programs,Cargo_Type,Navigational_Risks_clear,Regulatory_Compliance_compliant,Ship_Maintenance_Records_overdue,Insurance_Coverage_full,Ship_Type_bulk carrier,Emergency_Response_Plans_in place,RiskScore,RiskScore_Category
241,POL3,POD1,262,5,3,4,108.57850724122461,1501691.8542502404,37,34:35.9,3.731557690027488,12.381143609510628,107,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.5044118929421911,Medium Risk
242,POL1,POD3,216,13,23,6,118.39351554063033,1694707.7530539073,23,34:35.9,7.749984382919145,13.974939601208307,13,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Bulk Carrier,FALSE,0.6040611160992184,Medium Risk
243,POL2,POD1,389,8,25,9,103.01089430242142,1358080.2901931354,32,34:35.9,10.000393550485725,10.683129134529734,16,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Full,Container,FALSE,0.43030206074687555,Medium Risk
244,POL2,POD2,394,11,45,1,137.17679709957963,1460727.4068393402,28,34:35.9,8.907646027356424,11.283700969939865,323,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Container,FALSE,0.48330516250999356,Medium Risk
245,POL1,POD2,467,10,20,6,76.71787319745515,1748071.7362647566,23,34:35.9,18.408083441824168,10.266760648658371,336,0,1,FALSE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.6315825947208213,Medium Risk
246,POL1,POD1,615,17,31,5,106.19029013449905,1767402.3617849252,22,34:35.9,10.713476237723285,13.566024082319416,322,0,0,FALSE,Irregular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.6415814790801367,Medium Risk
247,POL1,POD1,594,12,14,3,96.33681521884817,1177160.1100786529,36,34:35.9,12.28399445367327,10.150414918634745,49,0,0,FALSE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Container,TRUE,0.3369073552804261,Medium Risk
248,POL3,POD2,220,8,8,3,119.11999504595833,1224874.5743103083,30,34:35.9,24.91055544,6.232009027085818,11,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,None,Container,FALSE,0.3615439555931186,Medium Risk
249,POL2,POD1,300,18,20,9,137.36253727440874,1255055.7093490432,36,34:35.9,14.615258899096371,9.696379680830919,112,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.37714649808713746,Medium Risk
250,POL3,POD1,982,7,36,6,87.20772020486987,1644949.9859145475,24,34:35.9,9.336820890101459,14.789912834261017,145,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,Partial,Container,TRUE,0.5783660642490914,Medium Risk
251,POL2,POD3,832,13,30,5,106.2484182417257,1527465.545900736,29,34:35.9,13.377815949701516,10.855980516154816,135,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Non-Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.5177348205190847,Medium Risk
252,POL3,POD2,252,6,21,5,109.94426934938967,1526157.0540465133,17,34:35.9,8.123329399,10.465746493095452,55,0,0,FALSE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,Full,Container,TRUE,0.5170513714917597,Medium Risk
253,POL1,POD3,655,8,9,4,69.68236449985898,1067522.9368439591,36,34:35.9,14.982714904929217,7.893248121,214,0,0,TRUE,Irregular,Hazardous,Congested Areas,Compliant,Overdue,None,Container,FALSE,0.28030017165240456,Low Risk
254,POL3,POD2,869,19,11,2,52.73568262974248,1602043.6783006345,27,34:35.9,7.5666593174654775,12.496460398654962,186,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Overdue,Partial,Container,FALSE,0.5561901198901291,Medium Risk
255,POL1,POD3,470,13,42,4,96.10808670519518,1332519.8048905404,31,34:35.9,15.780296054826739,8.281550531065832,65,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.4171126741716839,Medium Risk
256,POL2,POD1,826,16,35,6,98.04663732017639,950065.8403,10,34:35.9,19.745030361332525,8.366510015887233,57,0,0,FALSE,Irregular,Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.2197105977214808,Low Risk
257,POL2,POD1,950,18,47,5,122.24390580851264,671420.0370520556,34,34:35.9,19.012038010245853,5.296909119752575,104,0,0,TRUE,Irregular,Hazardous,Congested Areas,Compliant,Overdue,Full,Bulk Carrier,TRUE,0.075903372,Low Risk
258,POL2,POD2,232,8,12,3,104.89993709379853,1886137.272604027,16,34:35.9,15.828482435635701,12.98520017672872,84,0,0,FALSE,Regular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.7028514849814671,High Risk
259,POL1,POD2,607,17,9,6,95.89050417907688,1215814.6120931911,17,34:35.9,8.292627386674328,11.07388699406766,113,0,1,TRUE,Regular,Hazardous,Clear,Compliant,Overdue,Full,Container,FALSE,0.3568611070160949,Medium Risk
260,POL1,POD2,961,16,22,2,101.76779305010945,1334935.9210904855,37,34:35.9,16.47228253764639,9.615437450297637,178,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,Full,Container,TRUE,0.4183521090813036,Medium Risk
261,POL1,POD3,974,10,5,4,126.95877026989099,1542481.3317106357,18,34:35.9,3.1774845151646733,11.785625544315751,214,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Partial,Container,FALSE,0.5254783494909154,Medium Risk
262,POL1,POD2,913,6,48,4,98.40530939517417,1399146.5327985026,24,34:35.9,18.273050237060872,13.384567615696838,226,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.451505216,Medium Risk
263,POL1,POD1,320,7,8,4,82.02104658116376,1411095.129658972,32,34:35.9,11.605620503339289,7.516822343124417,256,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,None,Bulk Carrier,TRUE,0.4576409687461799,Medium Risk
264,POL1,POD2,265,15,22,5,113.3945067849675,1408078.010497787,23,34:35.9,2.14093775,8.125847403724991,3,1,1,FALSE,Irregular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,None,Container,TRUE,0.4561099663298783,Medium Risk
265,POL2,POD1,275,16,23,6,133.88178156194311,1271556.6475353579,23,34:35.9,7.6337547914651145,7.914651121382552,317,0,0,TRUE,Irregular,Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Container,FALSE,0.385657659,Medium Risk
266,POL1,POD3,708,16,7,3,85.78533448756367,1221792.0184075895,25,34:35.9,18.645359457872622,7.609507234425433,191,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,None,Bulk Carrier,TRUE,0.35993751164860543,Medium Risk
267,POL3,POD1,910,11,20,8,46.64495646,1647701.6385328667,12,34:35.9,18.4292715,8.777314100739016,211,0,0,TRUE,Irregular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Partial,Container,FALSE,0.5797625859596147,Medium Risk
268,POL3,POD1,900,19,44,2,102.9499569850001,1106187.4642362553,25,34:35.9,5.643742002,5.695290013,59,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Overdue,Full,Bulk Carrier,FALSE,0.30029289547579874,Low Risk
269,POL2,POD3,236,8,7,8,126.32212348389321,2154581.9929385115,35,34:35.9,14.810498933286457,9.520419241511952,291,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.8414222736455477,High Risk
270,POL2,POD1,262,7,33,2,124.5690644048107,1548287.6166354367,18,34:35.9,13.866246166779536,8.948854899964378,294,0,0,FALSE,Regular,Hazardous,Shallow Waters,Compliant,Overdue,Full,Bulk Carrier,FALSE,0.5284869190414692,Medium Risk
271,POL2,POD3,653,18,38,2,99.96147648422331,1788322.3716159554,37,34:35.9,18.466055289897724,10.825127106998233,82,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.6523782790319533,Medium Risk
272,POL3,POD3,642,19,23,7,109.37292161034827,1615317.5125424373,17,34:35.9,9.583483139379863,13.947221108601559,330,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Overdue,None,Container,TRUE,0.5630824305836307,Medium Risk
273,POL2,POD3,788,10,42,5,56.38872768966944,1519425.2915612285,23,34:35.9,11.193197628097112,8.071469727714065,289,0,0,FALSE,Irregular,Hazardous,Clear,Compliant,Overdue,None,Bulk Carrier,FALSE,0.5135626966176623,Medium Risk
274,POL2,POD1,730,8,22,3,140.18722222019744,1344065.830098895,30,34:35.9,15.45519489271565,7.717854648976077,273,0,0,TRUE,Regular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.4230807876812906,Medium Risk
275,POL1,POD3,584,10,12,3,81.15986564686732,1884699.8541367908,37,34:35.9,9.930939076,9.105242209165223,211,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Container,TRUE,0.702095811,High Risk
276,POL2,POD2,201,17,44,2,124.82118389895368,1348311.0485751142,23,34:35.9,5.656065770798305,8.673946267,47,0,1,TRUE,Irregular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Full,Container,TRUE,0.42527672933868277,Medium Risk
277,POL3,POD1,924,16,4,5,101.2406459962178,1663649.9565147967,17,34:35.9,4.864036802,8.570740771276075,99,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Container,TRUE,0.5880091932033622,Medium Risk
278,POL2,POD1,917,6,33,1,89.74142705343483,1092278.0835813056,23,34:35.9,9.154516978498616,8.197530633674637,306,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Partial,Container,TRUE,0.2930943106448546,Low Risk
279,POL2,POD2,802,14,30,1,119.29136687493163,1230966.3989106417,10,34:35.9,16.35813669393092,8.102792605589308,181,0,0,FALSE,Regular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.36469876909825116,Medium Risk
280,POL1,POD2,312,15,22,2,82.98714389447697,1266376.2572860192,13,34:35.9,21.47485454645212,7.249981818273412,199,0,0,TRUE,Irregular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.3829554912184756,Medium Risk
281,POL1,POD2,307,6,18,5,106.3906896226602,1359158.8878140824,24,34:35.9,6.452912928926573,9.325835345367324,103,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Container,TRUE,0.4308504873208828,Medium Risk
282,POL2,POD2,349,15,6,7,93.92169491368851,1444440.2320953985,13,34:35.9,9.402244747223586,7.373423386360727,75,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.4748636503858575,Medium Risk
283,POL2,POD3,790,10,48,7,87.3222035,1656582.4197176187,23,34:35.9,13.705148908155811,12.457407785400633,58,0,0,FALSE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.5843795509250501,Medium Risk
284,POL3,POD1,469,14,28,6,126.80404871455974,1601176.8525006615,23,34:35.9,14.181603748149428,12.09134748916943,273,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,None,Container,FALSE,0.5557933767964713,Medium Risk
285,POL2,POD1,267,15,2,4,105.41908880097466,1763729.2149436497,38,34:35.9,7.601296385208872,9.358488508781052,302,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Container,TRUE,0.6396667655032869,Medium Risk
286,POL3,POD2,601,13,34,3,94.99940427973038,1540920.0593380097,19,34:35.9,12.495988869215989,7.386517027910887,33,0,0,TRUE,Regular,Hazardous,Clear,Non-Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.5246724926377088,Medium Risk
287,POL3,POD3,461,14,41,2,85.17197266,1270573.7121404952,33,34:35.9,17.05939565896309,13.89702514139238,321,0,0,FALSE,Regular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Partial,Container,TRUE,0.38513327692890614,Medium Risk
288,POL2,POD3,226,18,44,6,94.07013636364623,2022342.267718695,18,34:35.9,16.816690159288356,5.796553343290189,231,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Overdue,Full,Bulk Carrier,TRUE,0.7731715691759685,High Risk
289,POL3,POD2,903,8,40,4,88.41412633123603,1193701.0632067202,23,34:35.9,14.01703543843577,12.392397662570204,244,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.3454538429478854,Medium Risk
290,POL3,POD2,611,7,44,5,100.20432939903222,1564249.7203876553,25,34:35.9,10.709568687309112,10.741281353010022,193,0,0,FALSE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.5367216697751616,Medium Risk
291,POL1,POD2,949,7,38,7,58.654015770377015,1359888.6097227198,36,34:35.9,2.2024768670367454,8.210867796,188,0,1,FALSE,Regular,Hazardous,Clear,Compliant,Up-To-Date,None,Container,TRUE,0.4312142739874942,Medium Risk
292,POL2,POD2,725,9,31,4,99.74963388774401,1328591.7839843314,26,34:35.9,4.273480943,11.622013941848303,235,0,0,TRUE,Irregular,Non-Hazardous,Clear,Compliant,Overdue,Partial,Container,TRUE,0.41507698202151794,Medium Risk
293,POL2,POD3,632,12,19,7,88.93618347206352,978236.1524853765,38,34:35.9,7.121919242092704,9.403912396206621,299,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.2342325442642281,Low Risk
294,POL2,POD1,768,13,16,6,106.3441233,1462161.707379332,15,34:35.9,4.9583328778619435,10.718130597072472,239,0,0,FALSE,Irregular,Non-Hazardous,Clear,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.48401962829666895,Medium Risk
295,POL3,POD3,258,13,46,8,78.07372330653463,1513126.8591399293,16,34:35.9,5.321234106457621,5.547293482272372,293,0,1,TRUE,Irregular,Non-Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.5103277293774592,Medium Risk
296,POL2,POD1,217,10,41,9,78.83226815063102,1216691.6385510862,23,34:35.9,5.9802034905855415,17.06772656569813,258,0,0,TRUE,Irregular,Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Container,FALSE,0.3573219339417376,Medium Risk
297,POL2,POD1,414,10,30,5,110.50939312143294,1324098.963299233,31,34:35.9,15.681121895494822,15.5168971,40,0,1,TRUE,Regular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.4127687878339803,Medium Risk
298,POL2,POD1,420,19,5,6,106.84316743185632,1586228.5228656707,35,34:35.9,14.744278924399108,9.792866311155498,152,0,0,FALSE,Irregular,Hazardous,Clear,Non-Compliant,Overdue,Full,Bulk Carrier,TRUE,0.5480574365273438,Medium Risk
299,POL3,POD3,405,8,49,4,157.3699054877776,1555970.947738795,12,34:35.9,10.442572376338587,7.581531049,275,0,0,FALSE,Regular,Hazardous,Clear,Compliant,Overdue,None,Container,FALSE,0.532478976,Medium Risk
300,POL1,POD2,591,15,43,7,93.22352174726527,1524575.7175198873,22,34:35.9,5.9872444242420055,11.609598275822194,40,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.5162451113415374,Medium Risk
301,POL2,POD2,482,12,21,3,107.02571203808922,1279515.0241316978,17,34:35.9,10.750914084770889,3.7875187979482448,143,0,0,FALSE,Irregular,Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Container,TRUE,0.38974457468790963,Medium Risk
302,POL1,POD3,473,11,17,4,105.61924345600724,1478041.7997302047,36,34:35.9,18.362682696405006,13.913602566231093,154,0,0,TRUE,Regular,Hazardous,Clear,Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.4922175310473293,Medium Risk
303,POL2,POD3,908,5,22,7,84.35572174826676,1278247.461712965,16,34:35.9,8.920737610165508,12.95598248391686,179,0,0,FALSE,Regular,Hazardous,Clear,Compliant,Overdue,None,Container,FALSE,0.3890818002607669,Medium Risk
304,POL2,POD1,755,13,3,4,117.11953584959412,1363283.1386819112,21,34:35.9,8.301575445657026,9.013339990102894,27,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.43298000866672276,Medium Risk
305,POL3,POD3,631,17,21,3,117.61150362940586,1098047.9741165442,19,34:35.9,14.47014248055702,10.306788445641685,234,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,None,Bulk Carrier,TRUE,0.29609031279404097,Low Risk
306,POL1,POD1,934,10,46,4,143.07371843127584,1501179.3912612365,37,34:35.9,10.63099989500335,17.55406561245634,60,0,1,TRUE,Regular,Hazardous,Clear,Non-Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.5041933370183211,Medium Risk
307,POL3,POD3,325,16,25,5,84.09886553268838,1311762.2674462795,20,34:35.9,10.316015394235507,9.837630808939391,113,0,0,FALSE,Regular,Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Container,FALSE,0.4063851865276184,Medium Risk
308,POL1,POD2,548,10,44,4,100.29151165387096,1451342.6065226833,17,34:35.9,19.742462767059262,4.809826941036859,362,0,1,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Container,FALSE,0.4784458277615316,Medium Risk
309,POL3,POD2,705,8,21,6,92.49874698172992,1208361.708160048,21,34:35.9,7.273420069868914,9.182234978782997,155,0,0,FALSE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.3530135652719297,Medium Risk
310,POL1,POD2,898,19,46,1,98.58890857724816,1576531.6398952608,34,34:35.9,9.657329375515015,11.017416486675003,32,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,None,Container,FALSE,0.5430625786748089,Medium Risk
311,POL3,POD3,995,13,16,1,75.27127526,1234082.508101279,25,34:35.9,12.023292848464925,12.235725102608509,220,0,0,TRUE,Irregular,Non-Hazardous,Clear,Non-Compliant,Overdue,Full,Container,TRUE,0.36627638776614524,Medium Risk
312,POL1,POD1,206,14,34,6,114.92601670743484,1184571.9658771367,38,34:35.9,11.643983814066232,10.25890225873237,200,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,None,Container,FALSE,0.34075615030764156,Medium Risk
313,POL1,POD2,893,17,25,9,105.74059454648166,1486951.2898209668,13,34:35.9,16.83587319415946,8.404592184689186,361,0,0,FALSE,Regular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,None,Container,FALSE,0.49682683479765627,Medium Risk
314,POL1,POD1,704,14,25,3,136.8579664426466,1200964.7901745895,13,34:35.9,15.068227090870584,12.663711281113205,307,0,0,TRUE,Regular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Container,FALSE,0.349222713,Medium Risk
315,POL1,POD2,226,12,41,3,105.79869793841708,1206358.825152049,16,34:35.9,15.787122224544074,9.455022594,71,0,1,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,None,Container,TRUE,0.3519976761717635,Medium Risk
316,POL2,POD1,835,9,28,4,125.73286539129916,1264894.1571359776,35,34:35.9,15.619684637536363,9.495915396788146,48,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.38221343771007593,Medium Risk
317,POL3,POD3,915,12,4,4,107.81026402199133,1706259.715516101,19,34:35.9,12.409887486554886,9.994911602312872,252,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,None,Container,FALSE,0.6100052590043106,Medium Risk
318,POL1,POD3,293,6,20,3,97.61978127617759,1164008.899,24,34:35.9,20.063921918315273,11.992797981227836,273,0,0,FALSE,Regular,Hazardous,Clear,Non-Compliant,Overdue,None,Bulk Carrier,FALSE,0.33012245,Medium Risk
319,POL1,POD1,633,8,13,6,102.34979171147732,1376157.2600826626,17,34:35.9,9.944395138091563,6.136663320916453,98,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.43962174178280033,Medium Risk
320,POL2,POD3,732,18,45,7,79.31634407091497,1899451.4162104612,37,34:35.9,13.902172982921034,11.994546264448992,149,0,0,FALSE,Regular,Hazardous,Shallow Waters,Compliant,Overdue,None,Container,TRUE,0.7097354836640135,High Risk
321,POL3,POD1,677,18,11,3,92.93156437752795,1844079.899910823,39,34:35.9,9.802599377698865,7.164291667750341,203,0,0,FALSE,Irregular,Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Bulk Carrier,FALSE,0.6811393292745882,High Risk
322,POL2,POD3,640,10,10,3,138.3009283123141,1229735.3301422994,29,34:35.9,14.52418108149391,13.108972622852578,106,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.36406365545360436,Medium Risk
323,POL1,POD3,639,15,29,7,93.67809596508278,1687681.8585880871,11,34:35.9,8.947690733107105,7.651431105948601,95,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,None,Bulk Carrier,TRUE,0.6004257540928897,Medium Risk
324,POL1,POD1,932,16,47,3,74.78729036000666,1383054.5816402286,24,34:35.9,15.018747832154363,9.112702677600614,77,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.44318928706790334,Medium Risk
325,POL1,POD2,351,13,32,4,111.70857754392121,1439207.565895564,17,34:35.9,13.228537164256062,8.719616641951514,181,0,1,TRUE,Regular,Hazardous,Congested Areas,Compliant,Overdue,Partial,Container,FALSE,0.47218336932196625,Medium Risk
326,POL1,POD2,897,14,24,2,88.65948249289279,1472076.305529683,15,34:35.9,4.310578586570463,7.931558388202064,253,0,0,FALSE,Irregular,Hazardous,Congested Areas,Compliant,Up-To-Date,None,Container,TRUE,0.48912733182948065,Medium Risk
327,POL1,POD2,849,10,14,10,54.01956072940762,935394.0670299706,26,34:35.9,16.043815303420356,10.93279451969791,322,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Overdue,Full,Bulk Carrier,TRUE,0.21210358786823338,Low Risk
328,POL2,POD1,840,13,6,5,121.29981974888075,1416315.9534192565,19,34:35.9,9.447322639420374,6.420167378464059,138,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.46035747452314624,Medium Risk
329,POL1,POD2,814,12,46,4,100.9283600105787,949624.8487,32,34:35.9,10.162257786888107,8.722657237063824,86,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Container,TRUE,0.21948208434219454,Low Risk
330,POL3,POD3,603,8,41,6,76.95940068724866,1409901.0293938364,38,34:35.9,7.415455186763735,12.622937476171066,200,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.45704135057976353,Medium Risk
331,POL3,POD2,655,10,8,8,138.44286914250767,1735366.450716832,21,34:35.9,4.586500484440394,6.678185526,167,0,0,FALSE,Irregular,Non-Hazardous,Clear,Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.6250474314609512,Medium Risk
332,POL3,POD3,250,14,42,4,116.66986470296575,1568043.674268609,36,34:35.9,8.524133920054089,8.165968514024048,234,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,None,Container,FALSE,0.5386884948522329,Medium Risk
333,POL1,POD2,750,17,47,9,70.51641542211057,1808472.739934641,38,34:35.9,12.518785200078185,7.513929942186724,221,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,None,Container,FALSE,0.6627729986942019,High Risk
334,POL1,POD2,964,11,17,1,71.84345552899325,1299563.8082559933,16,34:35.9,16.83784863638103,14.408695894277752,92,0,1,TRUE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Partial,Container,TRUE,0.4000748586617486,Medium Risk
335,POL3,POD1,614,15,40,8,89.78484639136312,1295852.331,33,34:35.9,18.07466661071902,15.270611886052068,275,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Container,TRUE,0.3981898709498742,Medium Risk
336,POL1,POD3,749,10,36,3,81.06683015,1873982.6153557794,27,34:35.9,1.8085056453679407,5.796030653108561,20,0,0,FALSE,Irregular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.6965734545366027,High Risk
337,POL3,POD3,845,16,43,2,99.01252377,1353538.4928234946,38,34:35.9,16.72817495878663,14.364644340646494,172,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Overdue,None,Bulk Carrier,FALSE,0.42796538444295473,Medium Risk
338,POL3,POD3,259,8,29,3,88.10904487669967,1579819.0808643436,24,34:35.9,7.447124937738755,11.528687445305069,345,0,2,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Overdue,None,Container,FALSE,0.5447424595829142,Medium Risk
339,POL1,POD2,674,7,18,4,54.92337234814207,1285295.2116481906,18,34:35.9,9.220764673980845,8.943535978,49,0,0,FALSE,Regular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Bulk Carrier,FALSE,0.39269976198683393,Medium Risk
340,POL2,POD2,645,8,38,5,157.69378009260947,1302080.4938024587,13,34:35.9,12.80362822137305,14.164979558698512,332,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Partial,Container,TRUE,0.40142996784915597,Medium Risk
341,POL2,POD1,999,19,2,5,115.92580129836024,1135422.9627664492,38,34:35.9,20.002124092945532,10.752860377328567,361,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Overdue,Full,Container,FALSE,0.3153755264602267,Low Risk
342,POL2,POD1,545,14,18,3,116.58419415632247,1653747.5718564515,29,34:35.9,7.877110081,6.974914303964702,213,0,0,FALSE,Irregular,Hazardous,Clear,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.5829114844046669,Medium Risk
343,POL1,POD1,403,6,31,2,120.74659177669511,1203536.9843581372,27,34:35.9,7.8088288406506035,5.818782924968522,125,0,0,FALSE,Regular,Hazardous,Congested Areas,Compliant,Overdue,None,Bulk Carrier,FALSE,0.3505368569546445,Medium Risk
344,POL1,POD2,857,16,35,4,76.60198183999977,1218120.2191639503,28,34:35.9,13.427540099737115,10.526764994953224,179,0,0,TRUE,Irregular,Non-Hazardous,Congested Areas,Compliant,Overdue,None,Bulk Carrier,FALSE,0.3580529647059384,Medium Risk
345,POL2,POD1,231,11,4,3,85.41033066781678,1445116.4585585247,28,34:35.9,12.323408237841987,8.982461440961302,131,0,0,FALSE,Irregular,Hazardous,Clear,Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.4752019791314336,Medium Risk
