RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Risk_Category
R0371,Prince Rupert,Shanghai,1,4,1,46,1,19,1163,15,regular,congested areas,649,335418,969189,non-compliant,yes,in place,non-hazardous,container,6,309375,28,Low
R0372,San Pedro,Shenzhen,1,4,0,39,2,24,1338,14,irregular,congested areas,891,260030,1045358,non-compliant,no,in place,hazardous,bulk carrier,14,288316,19,Low
R0373,Everett,Kaohsiung,0,3,6,50,2,30,1692,10,regular,clear,846,405712,875112,non-compliant,no,in place,hazardous,bulk carrier,10,407590,37,Medium
R0374,Wilmington,Ningbo,0,2,4,54,1,17,1823,10,regular,congested areas,863,252054,669013,compliant,no,in place,non-hazardous,bulk carrier,4,335056,18,Low
R0375,Mobile,Busan,0,1,2,56,1,18,1253,13,regular,clear,678,306118,882444,compliant,yes,not in place,hazardous,container,13,462220,24,Low
R0376,Corpus Christi,Hong Kong,0,1,2,16,1,24,1381,15,irregular,congested areas,986,200797,1011027,compliant,yes,in place,non-hazardous,container,5,386977,11,Low
R0377,Baltimore,Shanghai,1,0,6,23,0,22,1494,9,irregular,congested areas,789,250466,1102308,non-compliant,no,in place,non-hazardous,container,25,287664,17,Low
R0378,Miami,Shenzhen,0,0,1,57,0,27,1556,14,irregular,clear,646,383474,774225,compliant,no,in place,non-hazardous,bulk carrier,1,383838,34,Medium
R0379,Houston,Kaohsiung,0,0,0,15,0,22,1338,13,regular,clear,960,205823,1104059,non-compliant,yes,in place,non-hazardous,bulk carrier,12,259730,12,Low
R0380,Callao,Ningbo,1,1,1,43,2,18,1584,17,regular,congested areas,953,253742,852819,non-compliant,yes,not in place,non-hazardous,bulk carrier,6,444692,18,Low
R0381,San Antonio,Shanghai,1,2,6,89,1,22,1405,14,irregular,congested areas,951,360324,1004367,compliant,no,not in place,hazardous,bulk carrier,16,210284,31,Medium
R0382,Buenaventura,Busan,0,1,6,55,2,24,1497,15,regular,congested areas,788,330121,873515,compliant,yes,in place,hazardous,bulk carrier,9,472206,27,Low
R0383,Shanghai,Kaohsiung,1,1,1,68,0,23,1609,15,irregular,congested areas,855,528467,977325,non-compliant,no,not in place,hazardous,bulk carrier,17,382087,52,Medium
R0384,Singapore,Hong Kong,1,1,5,79,1,22,1501,10,regular,clear,821,513388,1083781,non-compliant,no,in place,hazardous,bulk carrier,15,333543,50,Medium
R0385,Busan,Yokohama,0,1,4,17,2,24,1412,16,irregular,congested areas,971,301882,765947,compliant,yes,not in place,non-hazardous,bulk carrier,6,426333,24,Low
R0386,Rotterdam,Shanghai,0,2,2,33,1,24,1478,15,irregular,congested areas,840,414627,848014,compliant,no,in place,hazardous,bulk carrier,8,401132,38,Medium
R0387,Yokohama,Busan,0,0,5,76,2,25,1482,16,regular,clear,868,434094,977744,non-compliant,no,in place,non-hazardous,container,10,483038,40,Medium
R0388,Ningbo-Zhoushan,Kaohsiung,0,4,3,13,1,22,1425,22,irregular,congested areas,600,326307,1310237,non-compliant,no,in place,non-hazardous,bulk carrier,11,482106,27,Low
R0389,Qingdao,Ningbo,1,0,2,10,0,19,1448,10,regular,clear,633,249618,820521,non-compliant,no,in place,hazardous,container,11,385229,17,Low
R0390,Tianjin,Shenzhen,1,0,2,43,0,20,1819,18,regular,clear,678,362157,1256020,non-compliant,no,not in place,hazardous,bulk carrier,15,262822,31,Medium
R0391,Hong Kong,Busan,0,4,4,18,1,24,1612,14,regular,clear,835,350964,1250663,compliant,no,in place,non-hazardous,container,13,295849,30,Medium
R0392,Jebel Ali,Shanghai,0,1,3,72,2,16,1440,15,irregular,congested areas,933,332280,935403,compliant,no,not in place,non-hazardous,bulk carrier,8,342835,28,Low
R0393,Dubai,Busan,1,2,0,85,0,21,1639,14,irregular,clear,976,408293,905277,non-compliant,yes,not in place,non-hazardous,container,7,458172,37,Medium
R0394,Port Kelang,Hong Kong,0,2,3,19,0,18,1433,14,irregular,clear,948,305159,846190,non-compliant,yes,not in place,hazardous,bulk carrier,7,304361,24,Low
R0395,Tanjung Pelepas,Shenzhen,0,0,0,19,0,20,1734,13,regular,clear,697,273475,939769,compliant,no,in place,non-hazardous,bulk carrier,13,312705,20,Low
R0396,Jakarta,Kaohsiung,0,4,3,59,1,25,1573,15,regular,congested areas,681,385468,738992,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,534835,34,Medium
R0397,Bangkok,Shanghai,0,3,1,53,1,20,1478,11,irregular,congested areas,791,397856,938564,non-compliant,no,not in place,non-hazardous,container,22,339570,36,Medium
R0398,Manila,Busan,1,1,6,57,2,20,1589,16,regular,congested areas,852,270194,1174532,non-compliant,no,not in place,non-hazardous,bulk carrier,11,286526,20,Low
R0399,Kaohsiung,Yokohama,0,0,3,96,2,14,1185,14,regular,congested areas,637,445630,858337,non-compliant,yes,in place,hazardous,container,12,427664,42,Medium
R0400,Valencia,Hong Kong,1,2,5,15,2,22,1274,12,irregular,clear,613,225580,913891,non-compliant,no,not in place,hazardous,container,2,344386,14,Low
R0401,Barcelona,Shenzhen,0,4,5,97,1,22,1261,14,irregular,clear,991,314302,694828,non-compliant,no,in place,non-hazardous,container,5,211040,25,Low
R0402,Santos,Kaohsiung,0,4,4,33,1,28,1528,17,regular,clear,946,352063,1006109,compliant,yes,not in place,hazardous,container,6,454091,30,Medium
R0403,Gioia Tauro,Busan,1,0,6,94,2,18,1846,13,regular,congested areas,909,312866,989672,non-compliant,yes,not in place,non-hazardous,container,9,275296,25,Low
R0404,Felixstowe,Ningbo,0,3,6,67,2,20,1946,15,irregular,clear,985,322513,959555,compliant,yes,in place,hazardous,bulk carrier,4,354358,27,Low
R0405,Southampton,Shanghai,1,2,0,73,1,20,1627,13,irregular,congested areas,808,516845,917475,compliant,yes,in place,hazardous,container,6,343186,51,Medium
R0406,Bremerhaven,Yokohama,0,0,2,65,2,26,1600,16,regular,congested areas,956,300579,906086,compliant,yes,not in place,hazardous,container,15,373010,24,Low
R0407,Le Havre,Hong Kong,0,3,4,91,0,19,1139,16,regular,congested areas,688,551842,1025285,non-compliant,yes,in place,hazardous,container,7,130892,55,Medium
R0408,Antwerp,Tokyo,0,4,5,21,1,21,1391,18,regular,clear,655,400794,945677,non-compliant,no,not in place,non-hazardous,container,11,316490,36,Medium
R0409,Genoa,Shanghai,0,1,5,44,2,22,1342,14,irregular,clear,693,380488,997245,non-compliant,yes,not in place,non-hazardous,bulk carrier,14,462483,34,Medium
R0410,Piraeus,Busan,0,2,0,80,1,20,1375,16,regular,congested areas,692,411926,982247,compliant,yes,in place,non-hazardous,bulk carrier,16,476544,37,Medium
R0411,Salalah,Tokyo,1,2,5,98,0,18,1466,15,regular,clear,939,564937,1118514,compliant,no,in place,hazardous,bulk carrier,13,250870,57,Medium
R0412,Dammam,Rio de Janeiro,1,3,5,15,1,20,1405,17,regular,congested areas,684,292615,1051549,non-compliant,no,in place,hazardous,container,13,442059,23,Low
R0413,Mumbai (Bombay),Colon,0,0,0,74,1,24,1104,13,regular,clear,844,274059,978929,non-compliant,yes,not in place,non-hazardous,container,16,273857,20,Low
R0414,Chennai (Madras),Limon,0,4,5,89,1,15,1649,16,regular,congested areas,621,305238,1177763,compliant,no,not in place,hazardous,container,14,312546,24,Low
R0415,Colombo,Guayaquil,1,3,2,69,1,20,1285,14,regular,congested areas,890,368461,1013040,compliant,no,not in place,hazardous,bulk carrier,17,317801,32,Medium
R0416,Kelang,Buenos Aires,1,1,1,77,0,17,1547,14,irregular,congested areas,871,229982,1145744,compliant,no,in place,non-hazardous,container,1,360880,15,Low
R0417,Brisbane,Callao,0,1,4,38,1,24,1914,15,irregular,clear,905,374293,1041041,non-compliant,no,in place,hazardous,bulk carrier,11,450136,33,Medium
R0418,Melbourne,Santos,0,1,2,47,1,13,1316,15,irregular,clear,721,504306,673712,compliant,no,in place,non-hazardous,container,12,376458,49,Medium
R0419,Sydney,Cartagena,1,3,2,31,2,17,993,14,regular,clear,727,378981,1145725,compliant,no,not in place,hazardous,container,11,337386,33,Medium
R0420,Auckland,Veracruz,0,4,1,17,1,21,1442,15,irregular,clear,712,348921,970276,compliant,no,in place,non-hazardous,bulk carrier,12,446731,30,Low
R0421,Vancouver,Manzanillo,1,2,6,72,2,26,1720,18,regular,clear,872,314033,942206,non-compliant,yes,in place,hazardous,container,9,269733,25,Low
R0422,Seattle,Klaipeda,0,0,4,22,0,19,1891,16,regular,congested areas,935,438994,992202,non-compliant,no,not in place,hazardous,bulk carrier,15,342278,41,Medium
R0423,Long Beach,Helsinki,1,2,2,36,0,17,1254,16,regular,clear,729,306412,898252,non-compliant,yes,in place,hazardous,container,9,449578,24,Low
R0424,Oakland,Riga,1,4,5,27,0,27,1599,14,regular,congested areas,731,517858,984054,compliant,no,in place,hazardous,bulk carrier,10,402930,51,Medium
R0425,Miami,St. Petersburg,0,2,1,27,0,14,1406,13,regular,clear,684,519837,861218,compliant,no,not in place,hazardous,container,19,303369,51,Medium
R0426,New Orleans,Oslo,1,3,6,86,2,11,1478,16,irregular,clear,949,380475,1141140,compliant,yes,not in place,non-hazardous,container,18,198704,34,Medium
R0427,Houston,Rotterdam,0,1,4,95,1,21,2028,16,irregular,clear,989,368133,932961,compliant,no,not in place,hazardous,container,12,381085,32,Medium
R0428,New York,Zeebrugge,0,4,3,71,0,17,1199,17,irregular,congested areas,680,442059,892612,non-compliant,no,not in place,non-hazardous,container,8,192132,41,Medium
R0429,Savannah,Gothenburg,0,4,0,23,1,15,1550,13,regular,clear,924,454021,811261,compliant,yes,not in place,non-hazardous,container,3,328749,43,Medium
R0430,Norfolk,Le Havre,0,2,5,20,2,22,1593,14,irregular,congested areas,668,308915,990316,compliant,no,not in place,non-hazardous,bulk carrier,11,467894,25,Low
R0431,Charleston,Antwerp,1,3,1,95,2,20,1717,11,regular,clear,747,328359,978066,non-compliant,no,in place,hazardous,bulk carrier,14,409675,27,Low
R0432,Jacksonville,Ho Chi Minh City,0,2,0,26,2,17,1519,14,irregular,congested areas,615,251593,1008263,compliant,yes,in place,non-hazardous,container,8,147634,17,Low
R0433,Los Angeles,Bangkok,0,2,6,60,0,14,1561,16,irregular,congested areas,906,401227,795912,compliant,yes,not in place,hazardous,bulk carrier,12,370045,36,Medium
R0434,San Diego,Manila,0,4,6,23,1,23,1421,14,irregular,congested areas,704,419234,709822,compliant,no,not in place,hazardous,bulk carrier,10,318083,38,Medium
R0435,Seattle,Busan,0,2,3,66,1,22,1553,16,irregular,congested areas,764,253137,1043838,non-compliant,yes,in place,hazardous,bulk carrier,3,222628,18,Low
R0436,Tacoma,Jakarta,1,1,2,15,1,19,1431,14,irregular,clear,800,332759,1172696,compliant,no,not in place,non-hazardous,bulk carrier,12,383502,28,Low
R0437,Portland,Klang,0,2,2,66,2,27,1624,15,irregular,clear,796,257260,796046,non-compliant,no,not in place,hazardous,container,14,300826,18,Low
R0438,Oakland,Shanghai,1,1,4,13,0,15,1426,12,regular,congested areas,784,293168,1188416,compliant,yes,in place,hazardous,bulk carrier,12,301446,23,Low
R0439,Long Beach,Tokyo,1,4,1,20,2,13,1575,15,regular,clear,921,412201,992586,non-compliant,yes,in place,hazardous,bulk carrier,20,362404,38,Medium
R0440,Los Angeles,Hong Kong,1,3,1,83,2,17,1494,9,regular,congested areas,864,305692,948940,non-compliant,yes,not in place,non-hazardous,container,10,287411,24,Low
R0441,Vancouver,Kaohsiung,0,1,6,20,1,19,1725,14,regular,clear,962,343912,890367,non-compliant,yes,not in place,non-hazardous,container,9,359573,29,Low
R0442,Montreal,Ho Chi Minh City,0,3,4,88,2,20,1489,11,regular,clear,699,234348,742322,compliant,no,in place,non-hazardous,container,22,290667,15,Low
R0443,Halifax,Jakarta,0,3,0,17,1,19,1145,17,irregular,clear,941,379766,1098159,compliant,yes,not in place,non-hazardous,container,5,296153,33,Medium
R0444,Rotterdam,Penang,0,1,2,93,0,21,1752,16,regular,congested areas,919,368922,833659,non-compliant,yes,in place,hazardous,container,8,449292,32,Medium
R0445,Hamburg,Bangkok,1,4,2,68,1,14,1318,15,regular,clear,813,314656,833028,non-compliant,no,in place,non-hazardous,container,13,459467,25,Low
R0446,Antwerp,Colombo,1,0,6,30,0,25,1369,18,regular,congested areas,877,343835,1098788,compliant,no,not in place,hazardous,container,17,179134,29,Low
R0447,Bremerhaven,Shanghai,0,3,1,74,1,19,1380,13,regular,clear,761,385658,667552,non-compliant,no,in place,non-hazardous,container,16,424707,34,Medium
R0448,Le Havre,Chennai,0,3,6,33,2,24,1774,18,regular,congested areas,756,309303,721460,compliant,no,in place,hazardous,bulk carrier,6,489859,25,Low
R0449,Sines,Mumbai,0,4,1,39,2,21,1072,16,regular,clear,850,257185,947279,compliant,no,in place,non-hazardous,container,20,505737,18,Low
R0450,Valencia,Tema,0,4,4,93,0,21,2127,14,regular,congested areas,965,514547,993992,non-compliant,no,not in place,non-hazardous,bulk carrier,14,402037,51,Medium
R0451,Gioia Tauro,Alexandria,0,2,3,66,0,22,1711,17,regular,congested areas,696,311551,1022710,non-compliant,no,not in place,non-hazardous,container,7,244260,25,Low
R0452,Jeddah,Luanda,0,4,0,89,0,21,1544,12,regular,congested areas,617,362909,904730,compliant,no,not in place,hazardous,container,8,412998,31,Medium
R0453,Mumbai (Bombay),Casablanca,0,3,5,82,1,22,1489,13,irregular,clear,926,444020,1329555,compliant,no,in place,hazardous,bulk carrier,12,263074,42,Medium
R0454,Visakhapatnam,Dakar,1,1,3,26,1,25,1557,13,regular,congested areas,982,648109,915816,compliant,yes,in place,non-hazardous,container,22,315703,67,High
R0455,Chittagong,Mombasa,1,0,3,68,0,20,1604,13,regular,clear,696,269856,915382,non-compliant,yes,not in place,non-hazardous,container,13,388308,20,Low
R0456,Fremantle,Abidjan,1,2,1,40,2,22,1629,12,irregular,congested areas,600,399462,830451,compliant,no,in place,non-hazardous,bulk carrier,22,269524,36,Medium
R0457,Adelaide,Cape Town,1,1,1,73,1,19,1611,17,irregular,congested areas,815,305163,968586,non-compliant,yes,in place,non-hazardous,bulk carrier,16,235359,24,Low
R0458,Perth,Lagos,0,0,1,57,1,25,1517,14,regular,congested areas,731,326725,1042244,non-compliant,no,not in place,non-hazardous,bulk carrier,5,396577,27,Low
R0459,Wellington,Durban,0,0,3,32,1,17,1460,15,regular,clear,859,319219,1130536,compliant,no,in place,non-hazardous,bulk carrier,19,536722,26,Low
R0460,Prince Rupert,Haifa,0,0,6,79,0,27,1469,13,regular,clear,724,283663,726607,non-compliant,no,in place,hazardous,bulk carrier,7,474323,22,Low
R0461,San Pedro,Athens,0,1,0,39,0,19,1461,11,irregular,clear,681,367732,913100,non-compliant,no,in place,hazardous,bulk carrier,8,420718,32,Medium
R0462,Everett,Izmir,0,2,6,64,0,14,1726,15,regular,clear,882,254435,1017005,non-compliant,yes,in place,hazardous,container,13,447918,18,Low
R0463,Wilmington,Lisbon,1,2,1,16,0,20,1618,11,irregular,clear,770,446433,1038058,non-compliant,yes,in place,hazardous,container,11,413771,42,Medium
R0464,Mobile,Marseille,0,0,2,84,0,17,911,14,irregular,clear,658,374149,950982,compliant,no,in place,hazardous,container,16,394990,33,Medium
R0465,Corpus Christi,Naples,1,1,6,21,2,23,1631,12,irregular,clear,631,405787,1031363,compliant,yes,not in place,hazardous,container,14,439861,37,Medium
R0466,Baltimore,Barcelona,0,0,0,69,2,17,1538,18,irregular,congested areas,760,323363,828655,non-compliant,yes,not in place,non-hazardous,container,11,213163,26,Low
R0467,Tacoma,Valencia,1,4,2,61,0,18,1496,16,irregular,congested areas,883,339121,1183685,non-compliant,no,in place,non-hazardous,bulk carrier,20,369948,28,Low
R0468,Everett,Piraeus,0,2,0,36,1,12,1422,15,regular,clear,705,390100,1098894,non-compliant,no,not in place,non-hazardous,bulk carrier,9,341905,35,Medium
R0469,Seattle,Genoa,1,3,1,21,0,18,1724,17,regular,clear,704,274770,748260,non-compliant,yes,not in place,non-hazardous,container,6,357890,20,Low
R0470,Portland,Laem Chabang,0,0,6,22,2,10,1689,13,irregular,clear,827,336553,788734,non-compliant,yes,not in place,non-hazardous,bulk carrier,14,303862,28,Low
R0471,Montreal,Penang,0,4,5,81,2,13,1345,16,irregular,clear,787,301333,792961,compliant,no,in place,hazardous,container,11,402048,24,Low
R0472,Halifax,Colombo,0,2,4,89,1,23,1581,15,irregular,clear,669,292164,1051695,compliant,no,not in place,hazardous,bulk carrier,13,268207,23,Low
R0473,Felixstowe,Klang,0,1,1,71,2,23,1305,15,irregular,congested areas,917,196043,757290,compliant,yes,in place,hazardous,container,15,296614,11,Low
R0474,Southampton,Bangkok,1,2,3,38,0,21,1224,17,regular,clear,889,471376,900346,compliant,no,not in place,hazardous,container,11,284612,45,Medium
R0475,Tilbury,Manila,0,1,5,44,1,16,1374,16,irregular,clear,686,316896,1018205,non-compliant,no,not in place,hazardous,container,21,436394,26,Low
R0476,Liverpool,Ho Chi Minh City,1,1,3,69,0,19,1672,15,irregular,clear,969,460511,940075,non-compliant,no,in place,non-hazardous,bulk carrier,13,348827,44,Medium
R0477,Dunkerque,Jakarta,0,0,0,38,0,19,1690,11,regular,congested areas,961,450699,988833,compliant,yes,not in place,hazardous,bulk carrier,9,303916,43,Medium
R0478,Algeciras,Kaohsiung,1,0,3,40,1,15,1602,13,regular,congested areas,655,262752,790129,compliant,yes,in place,hazardous,container,14,312657,19,Low
R0479,Tanger Med,Lisbon,0,2,5,86,0,26,1645,14,regular,congested areas,712,280446,1039228,compliant,no,not in place,hazardous,bulk carrier,11,350388,21,Low
R0480,Alexandria,Cork,0,4,5,85,2,23,1603,15,regular,congested areas,612,580451,858018,non-compliant,yes,not in place,non-hazardous,container,12,512217,59,Medium
R0481,Port Sudan,Dublin,1,2,1,70,0,19,1371,12,irregular,clear,617,501391,901307,non-compliant,no,not in place,non-hazardous,container,6,226347,49,Medium
R0482,Jebel Ali,Bremen,0,3,2,11,1,20,1586,19,irregular,congested areas,781,368356,985659,non-compliant,yes,not in place,non-hazardous,bulk carrier,7,417550,32,Medium
R0483,Chennai (Madras),Barcelona,0,1,1,42,1,20,1660,18,irregular,congested areas,712,390449,965461,compliant,yes,in place,non-hazardous,container,17,397186,35,Medium
R0484,Singapore,Felixstowe,1,1,0,81,1,11,1650,16,irregular,congested areas,828,312617,953597,compliant,yes,in place,non-hazardous,container,5,261703,25,Low
R0485,Melbourne,Hamburg,0,0,3,71,0,19,1737,15,irregular,congested areas,770,409422,837405,non-compliant,no,not in place,non-hazardous,container,11,496687,37,Medium
R0486,Perth,Le Havre,1,4,2,68,1,17,1641,14,irregular,congested areas,894,312821,905067,non-compliant,no,in place,hazardous,bulk carrier,13,403928,25,Low
R0487,Auckland,Rotterdam,0,0,6,49,1,15,1570,13,irregular,clear,788,202373,950327,non-compliant,no,not in place,hazardous,container,19,299226,11,Low
R0488,Incheon,Southampton,1,3,4,58,0,18,1714,15,irregular,congested areas,678,252478,743737,compliant,yes,in place,hazardous,container,9,164058,18,Low
R0489,Yokohama,Bremerhaven,1,2,5,41,2,27,1494,15,irregular,congested areas,745,370333,880620,non-compliant,no,in place,non-hazardous,container,15,372914,32,Medium
R0490,Kaohsiung,Zeebrugge,1,2,2,47,0,22,1323,12,regular,congested areas,781,276790,1008151,non-compliant,no,in place,non-hazardous,container,11,345525,21,Low
R0491,Santos,Le Havre,1,4,6,88,1,17,1467,15,irregular,clear,885,356964,758384,compliant,no,not in place,non-hazardous,bulk carrier,1,246928,31,Medium
R0492,Progreso,Barcelona,0,0,2,96,1,22,1351,14,regular,clear,849,276309,1123487,non-compliant,no,in place,non-hazardous,container,12,245638,21,Low
R0493,Altamira,Genoa,0,0,1,97,0,25,1364,11,regular,clear,953,309254,1140441,non-compliant,yes,in place,hazardous,container,11,436850,25,Low
R0494,Bremerhaven,Felixstowe,1,3,6,22,2,23,1471,13,regular,clear,913,425974,763227,non-compliant,no,not in place,non-hazardous,bulk carrier,14,154430,39,Medium
R0495,Cartagena,Antwerp,0,2,4,94,1,20,1341,14,regular,clear,795,388869,1153642,non-compliant,no,not in place,non-hazardous,bulk carrier,8,381428,35,Medium
R0496,Callao,Rotterdam,0,0,5,63,1,17,1438,18,irregular,clear,922,365789,928462,compliant,yes,not in place,non-hazardous,bulk carrier,9,331256,32,Medium
R0497,San Antonio,Busan,0,4,0,85,1,22,1121,16,regular,clear,670,440302,1012777,non-compliant,no,in place,non-hazardous,bulk carrier,18,399715,41,Medium
R0498,Buenaventura,Tokyo,1,2,0,22,0,21,1542,12,regular,clear,847,404477,875502,compliant,yes,in place,non-hazardous,bulk carrier,10,320569,37,Medium
R0499,Santos,Shenzhen,0,3,2,48,1,23,1500,15,irregular,congested areas,745,484691,1088456,non-compliant,yes,in place,hazardous,bulk carrier,2,379327,47,Medium
R0500,Buenos Aires,Ningbo,0,4,6,32,2,22,1336,11,regular,congested areas,705,326997,1010914,compliant,yes,in place,non-hazardous,container,14,275722,27,Low
R0501,Rio Grande,Hong Kong,1,1,2,23,1,24,1631,17,irregular,clear,862,332883,827877,non-compliant,no,in place,non-hazardous,container,16,345079,28,Low
R0502,Itaguai,Yokohama,0,3,3,26,1,17,1687,14,irregular,congested areas,895,265856,775219,non-compliant,yes,in place,hazardous,bulk carrier,16,398908,19,Low
R0503,Manaus,Shanghai,1,4,4,33,2,25,1178,14,irregular,clear,669,333935,730954,compliant,yes,not in place,non-hazardous,container,8,365087,28,Low
R0504,Santos,Visakhapatnam,1,0,5,67,1,20,1347,17,irregular,congested areas,792,446583,978191,non-compliant,yes,in place,non-hazardous,bulk carrier,12,388030,42,Medium
R0505,Salina Cruz,Mumbai (Bombay),1,1,2,72,0,28,1346,12,regular,congested areas,667,466859,1035870,non-compliant,no,in place,hazardous,container,14,257207,44,Medium
R0506,Incheon,Jeddah,0,3,3,43,0,17,1312,12,irregular,clear,904,441371,1047644,compliant,yes,in place,hazardous,bulk carrier,16,290932,41,Medium
R0507,Keelung,Alexandria,0,0,6,60,0,26,1665,13,regular,congested areas,651,221097,932302,non-compliant,yes,not in place,hazardous,bulk carrier,14,292666,14,Low
R0508,Yantian,Tanger Med,1,1,4,95,2,20,1461,17,regular,clear,969,452769,776450,non-compliant,yes,in place,hazardous,container,15,322351,43,Medium
R0509,Qingdao,Rotterdam,1,2,5,19,1,17,1447,11,irregular,clear,962,227211,847688,non-compliant,no,not in place,hazardous,bulk carrier,8,485858,15,Low
R0510,Ningbo-Zhoushan,Shanghai,1,0,0,81,0,18,1099,9,regular,congested areas,884,437578,1122852,non-compliant,yes,in place,hazardous,container,0,314582,41,Medium
R0511,Tianjin,Tianjin,1,4,3,30,2,18,1627,14,irregular,clear,933,332359,877305,non-compliant,yes,not in place,hazardous,bulk carrier,17,235644,28,Low
R0512,Shanghai,Ningbo-Zhoushan,1,3,6,46,1,21,1252,16,regular,congested areas,608,426410,971512,compliant,no,not in place,hazardous,bulk carrier,7,404164,39,Medium
R0513,Antwerp,Qingdao,1,1,4,16,2,22,1511,17,regular,congested areas,850,267637,788652,compliant,no,not in place,hazardous,container,11,484664,20,Low
R0514,Southampton,Yantian,0,0,3,99,0,17,1555,14,regular,clear,931,454887,1000487,non-compliant,no,in place,hazardous,bulk carrier,16,223878,43,Medium
R0515,Dunkerque,Salina Cruz,1,2,2,22,0,19,1772,14,regular,clear,897,260166,881347,non-compliant,yes,not in place,non-hazardous,container,12,547281,19,Low
R0516,Algeciras,Buenaventura,1,3,1,89,0,28,1238,17,irregular,clear,783,316099,1107006,compliant,yes,in place,hazardous,container,15,391517,25,Low
R0517,Gioia Tauro,Callao,1,3,0,39,2,26,896,11,irregular,clear,778,292821,1066033,compliant,yes,not in place,hazardous,container,24,453389,22,Low
R0518,Piraeus,Buenos Aires,0,0,2,40,2,21,1536,14,regular,clear,797,234492,875644,compliant,yes,in place,hazardous,container,14,496707,15,Low
R0519,Jeddah,Santos,0,2,2,14,0,20,1860,15,regular,congested areas,727,379925,931000,compliant,no,not in place,hazardous,container,8,447261,34,Medium
R0520,Mumbai (Bombay),Algeciras,0,1,6,41,2,20,1747,15,regular,clear,619,511434,867332,compliant,yes,not in place,hazardous,bulk carrier,4,338946,50,Medium
R0521,Wellington,Felixstowe,0,0,6,25,0,22,1541,13,regular,congested areas,927,586940,737085,compliant,no,in place,non-hazardous,bulk carrier,15,471769,59,Medium
R0522,Durban,Le Havre,1,1,4,82,0,15,1401,15,irregular,clear,664,376545,821383,non-compliant,yes,not in place,non-hazardous,container,12,375459,33,Medium
R0523,Lagos,Antwerp,0,3,6,31,1,18,1661,10,regular,congested areas,781,462286,979732,non-compliant,yes,in place,non-hazardous,bulk carrier,5,459048,44,Medium
R0524,Abidjan,Hamburg,1,1,3,73,2,13,1305,13,regular,congested areas,840,392066,998788,non-compliant,yes,not in place,hazardous,container,17,469987,35,Medium
R0525,Tangier,Incheon,1,2,0,53,0,21,1595,15,regular,congested areas,968,401956,972282,non-compliant,no,not in place,hazardous,bulk carrier,15,240910,36,Medium
R0526,Alexandria,Los Angeles,1,4,2,49,0,22,1601,13,irregular,congested areas,623,344099,904740,non-compliant,no,in place,non-hazardous,container,11,429430,29,Low
R0527,Ashdod,Brisbane,1,2,4,46,2,18,1712,15,regular,congested areas,983,382196,1089959,compliant,no,in place,hazardous,bulk carrier,22,331810,34,Medium
R0528,Jeddah,Port Moresby,1,1,0,87,1,26,2051,15,irregular,clear,682,411189,959531,compliant,no,in place,hazardous,container,17,363819,38,Medium
R0529,Dubai,Dalian,1,0,6,25,1,15,1578,14,irregular,congested areas,918,321858,1055488,compliant,yes,not in place,non-hazardous,bulk carrier,7,362709,26,Low
R0530,Mundra,Subic Bay,0,3,6,52,0,14,1398,15,regular,clear,784,361735,683933,compliant,yes,in place,hazardous,container,17,358697,31,Medium
R0531,Colombo,Port Klang,0,4,3,93,2,20,1494,13,regular,congested areas,915,370443,361639,compliant,yes,in place,hazardous,container,13,502352,32,Medium
R0532,Yangon,Singapore,0,0,6,72,1,24,1146,14,regular,clear,698,426780,992568,compliant,yes,not in place,hazardous,bulk carrier,21,213355,39,Medium
R0533,Da Nang,Los Angeles,0,0,2,24,2,26,1361,16,irregular,congested areas,661,273605,736285,non-compliant,yes,in place,hazardous,container,16,177765,20,Low
R0534,Shenzhen,Seattle,0,2,5,53,2,18,1418,15,irregular,congested areas,885,353710,918132,non-compliant,no,in place,hazardous,container,14,156670,30,Medium
R0535,Busan,Long Beach,1,1,2,99,0,24,1395,13,regular,clear,621,525806,904685,compliant,no,not in place,hazardous,bulk carrier,14,456914,52,Medium
R0536,Tokyo,Oakland,0,2,2,18,1,19,1530,15,irregular,clear,811,456757,1188110,non-compliant,yes,not in place,hazardous,bulk carrier,6,272656,43,Medium
R0537,Osaka,Vladivostok,0,1,6,74,0,19,1335,16,regular,congested areas,725,476095,1009999,compliant,yes,not in place,non-hazardous,container,9,363218,45,Medium
R0538,Keelung,Kaohsiung,0,2,0,53,1,23,1724,10,regular,congested areas,641,368880,974878,non-compliant,yes,not in place,non-hazardous,container,13,338528,32,Medium
R0539,Manila,Hong Kong,1,0,6,29,1,22,1500,17,regular,clear,697,388747,1075548,compliant,yes,not in place,hazardous,container,5,261362,35,Medium
R0540,Ho Chi Minh City,Port Kelang,1,3,0,79,1,13,1498,14,regular,congested areas,630,451936,1005274,compliant,no,in place,hazardous,container,14,435147,42,Medium
